person,personLabel,positionLabel,arTitle,enTitle,image
http://www.wikidata.org/entity/Q520783,Marc Jaeger,رئيس,,Marc Jaeger,
http://www.wikidata.org/entity/Q521696,Claude Cheysson,رئيس,,Claude Cheysson,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Cheysson%201980%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q527889,César Geoffray,رئيس,,César Geoffray,http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A9sar%20Geoffray%20%281962%29.jpg
http://www.wikidata.org/entity/Q531385,جاستون باليوسكي,رئيس,جاستون باليوسكي,Gaston Palewski,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20Palewski1964.JPG
http://www.wikidata.org/entity/Q532423,بوب إيجر,رئيس,بوب إيجر,Bob Iger,http://commons.wikimedia.org/wiki/Special:FilePath/Bob%20Iger%20crop.jpg
http://www.wikidata.org/entity/Q532423,بوب إيجر,رئيس,بوب إيجر,Bob Iger,http://commons.wikimedia.org/wiki/Special:FilePath/BobIgerHWOFJune2013.jpg
http://www.wikidata.org/entity/Q1853458,Philippe Contamine,رئيس,,Philippe Contamine,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Contamine.jpg
http://www.wikidata.org/entity/Q1853458,Philippe Contamine,رئيس,,Philippe Contamine,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Contamine.jpg
http://www.wikidata.org/entity/Q1853458,Philippe Contamine,رئيس,,Philippe Contamine,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20Contamine.jpg
http://www.wikidata.org/entity/Q1872728,Loïk Le Floch-Prigent,رئيس,,Loïk Le Floch-Prigent,http://commons.wikimedia.org/wiki/Special:FilePath/Loik%20Le%20Floch-Prigent%20en%201999.jpg
http://www.wikidata.org/entity/Q1872938,Luc Tardif,رئيس,,Luc Tardif,http://commons.wikimedia.org/wiki/Special:FilePath/Finale%20de%20la%20coupe%20de%20France%20de%20Hockey%20sur%20glace%202014%20-%20002%20-%20Luc%20Tardif.jpg
http://www.wikidata.org/entity/Q1872938,Luc Tardif,رئيس,,Luc Tardif,http://commons.wikimedia.org/wiki/Special:FilePath/Finale%20de%20la%20coupe%20de%20France%20de%20Hockey%20sur%20glace%202014%20-%20002%20-%20Luc%20Tardif.jpg
http://www.wikidata.org/entity/Q1891910,Syed Kamall,رئيس,,Syed Kamall,http://commons.wikimedia.org/wiki/Special:FilePath/Syed%20Kamall%20Portrait.jpg
http://www.wikidata.org/entity/Q1904913,مارتن فلدستين,رئيس,مارتن فلدستين,Martin Feldstein,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Feldstein%20in%201982.jpg
http://www.wikidata.org/entity/Q1933369,بير واستبيرج,رئيس,,Per Wästberg,http://commons.wikimedia.org/wiki/Special:FilePath/Per%20W%C3%A4stberg%202010c.jpg
http://www.wikidata.org/entity/Q1967374,Sherwin Rosen,رئيس,,Sherwin Rosen,
http://www.wikidata.org/entity/Q3383930,Pierre Benoit,رئيس,,Pierre Benoit (theologian),http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20Maurice%20dit%20Pierre%20BENOIT%20OP.jpg
http://www.wikidata.org/entity/Q3384273,Pierre Camou,رئيس,,Pierre Camou,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Camou%202016-05-15.jpg
http://www.wikidata.org/entity/Q3384288,Pierre Cardo,رئيس,,Pierre Cardo,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20CARDO.jpg
http://www.wikidata.org/entity/Q3384421,بيير شوفالييه,رئيس,بيير شوفالييه (مخرج),Pierre Chevalier (director),http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Chevalier.jpg
http://www.wikidata.org/entity/Q3384695,Pierre Demargne,رئيس,,Pierre Demargne,
http://www.wikidata.org/entity/Q3384916,Robert Busnel,رئيس,,Robert Busnel,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Busnel%20en%20novembre%201942.jpg
http://www.wikidata.org/entity/Q3385116,Pierre Fédida,رئيس,,Pierre Fédida,
http://www.wikidata.org/entity/Q3385575,Pierre Jarlier,رئيس,,Pierre Jarlier,
http://www.wikidata.org/entity/Q3385651,Jules Baroche,رئيس,,Jules Baroche,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Baroche%20%281802-1870%29.jpg
http://www.wikidata.org/entity/Q151917,جورج باباندريو,رئيس,جورج باباندريو,George Papandreou,http://commons.wikimedia.org/wiki/Special:FilePath/Papandreou%20handover%20cropped.jpg
http://www.wikidata.org/entity/Q151917,جورج باباندريو,رئيس,جورج باباندريو,George Papandreou,http://commons.wikimedia.org/wiki/Special:FilePath/Papandreou%20handover%20cropped.jpg
http://www.wikidata.org/entity/Q291385,دلفين باثو,رئيس,,Delphine Batho,http://commons.wikimedia.org/wiki/Special:FilePath/Delphine%20Batho%20%28cropped%29.png
http://www.wikidata.org/entity/Q295043,غوران هادزيتش,رئيس,غوران هادزيتش,Goran Hadžić,http://commons.wikimedia.org/wiki/Special:FilePath/Goran%20Hadzic%201992%202.jpg
http://www.wikidata.org/entity/Q534526,برنارد بورجوازي,رئيس,,Bernard Bourgeois,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Bourgeois.png
http://www.wikidata.org/entity/Q534526,برنارد بورجوازي,رئيس,,Bernard Bourgeois,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Bourgeois.png
http://www.wikidata.org/entity/Q535169,بينوا كوري,رئيس,بينوا كوري,Benoît Cœuré,http://commons.wikimedia.org/wiki/Special:FilePath/Informal%20meeting%20of%20economic%20and%20financial%20affairs%20ministers%20%28ECOFIN%29.%20Eurogroup%20press%20conference%20Beno%C3%AEt%20C%C5%93ur%C3%A9%20%2837067771972%29%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q537645,ايمانويل بيرنهايم,رئيس,ايمانويل بيرنهايم,Emmanuèle Bernheim,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanu%C3%A8le%20Bernheim%20par%20Claude%20Truong-Ngoc%202013.jpg
http://www.wikidata.org/entity/Q539312,سيرج كلارسفيلد,رئيس,سيرج كلارسفيلد,Serge Klarsfeld,http://commons.wikimedia.org/wiki/Special:FilePath/Serge%20Klarsfeld%20par%20Claude%20Truong-Ngoc%20septembre%202015.jpg
http://www.wikidata.org/entity/Q539312,سيرج كلارسفيلد,رئيس,سيرج كلارسفيلد,Serge Klarsfeld,http://commons.wikimedia.org/wiki/Special:FilePath/Serge%20Klarsfeld%20par%20Claude%20Truong-Ngoc%20septembre%202015.jpg
http://www.wikidata.org/entity/Q542992,باسكال إنجل,رئيس,باسكال إنجل,Pascal Engel,http://commons.wikimedia.org/wiki/Special:FilePath/Pascal%20Engel%20en%202000.png
http://www.wikidata.org/entity/Q543380,Stanislas Dehaene,رئيس,,Stanislas Dehaene,http://commons.wikimedia.org/wiki/Special:FilePath/Stanislas%20Dehaene%202014.jpg
http://www.wikidata.org/entity/Q544851,Sergei Mitrokhin,رئيس,,Sergey Mitrokhin,http://commons.wikimedia.org/wiki/Special:FilePath/Sergey%20Mitrokhin%20%28Moscow%20International%20Book%20Fair%202013%29.jpg
http://www.wikidata.org/entity/Q547427,رايمون كاراسكو,رئيس,رايمون كاراسكو,Raimon Carrasco,http://commons.wikimedia.org/wiki/Special:FilePath/Raimon%20Carrasco%20i%20Azemar%20rebent%20creu%20de%20Sant%20Jordi%20el%202013.jpg
http://www.wikidata.org/entity/Q547525,رولان دوما,رئيس,رولان دوما,Roland Dumas,http://commons.wikimedia.org/wiki/Special:FilePath/Roland%20Dumas%20-%201989%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2013862,Bartolomé Bennassar,رئيس,,Bartolomé Bennassar,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9o-Bennassar.jpg
http://www.wikidata.org/entity/Q2020016,Jean-Paul Alduy,رئيس,,Jean-Paul Alduy,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-paul%20Alduy.jpg
http://www.wikidata.org/entity/Q2067096,Jean Reboul,رئيس,,Jean Reboul,http://commons.wikimedia.org/wiki/Special:FilePath/Reboul%2C%20Jean.jpg
http://www.wikidata.org/entity/Q2080045,Petr Pokorný,رئيس,,Petr Pokorný (theologian),http://commons.wikimedia.org/wiki/Special:FilePath/Petr-Pokorn%C3%BD2014c.jpg
http://www.wikidata.org/entity/Q2080045,Petr Pokorný,رئيس,,Petr Pokorný (theologian),http://commons.wikimedia.org/wiki/Special:FilePath/Petr-Pokorn%C3%BD2014c.jpg
http://www.wikidata.org/entity/Q2093025,بيير جورج كاستكس,رئيس,,Pierre-Georges Castex,
http://www.wikidata.org/entity/Q2093025,بيير جورج كاستكس,رئيس,,Pierre-Georges Castex,
http://www.wikidata.org/entity/Q2093025,بيير جورج كاستكس,رئيس,,Pierre-Georges Castex,
http://www.wikidata.org/entity/Q2093554,Pierre Jacquinot,رئيس,,Pierre Jacquinot,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Jacquinot.jpg
http://www.wikidata.org/entity/Q2093677,بيير ماريون,رئيس,بيير ماريون,Pierre Marion,
http://www.wikidata.org/entity/Q2093857,Pierre Riché,رئيس,,Pierre Riché,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20rich%C3%A9.jpg
http://www.wikidata.org/entity/Q2093857,Pierre Riché,رئيس,,Pierre Riché,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20rich%C3%A9.jpg
http://www.wikidata.org/entity/Q2093915,بيير روسانفالون,رئيس,بيير روسانفالون,Pierre Rosanvallon,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Rosanvallon%201.jpg
http://www.wikidata.org/entity/Q2131313,راؤول دي وارين,رئيس,راؤول دي وارين,Raoul de Warren,
http://www.wikidata.org/entity/Q2155506,Philippe Adnot,رئيس,,Philippe Adnot,
http://www.wikidata.org/entity/Q2156245,Robert-Henri Bautier,رئيس,,Robert-Henri Bautier,http://commons.wikimedia.org/wiki/Special:FilePath/Robert-Henri%20Bautier%20at%201966%20International%20Council%20on%20Archives%20Extraordinary%20Congress.jpg
http://www.wikidata.org/entity/Q2156245,Robert-Henri Bautier,رئيس,,Robert-Henri Bautier,http://commons.wikimedia.org/wiki/Special:FilePath/Robert-Henri%20Bautier%20at%201966%20International%20Council%20on%20Archives%20Extraordinary%20Congress.jpg
http://www.wikidata.org/entity/Q2156245,Robert-Henri Bautier,رئيس,,Robert-Henri Bautier,http://commons.wikimedia.org/wiki/Special:FilePath/Robert-Henri%20Bautier%20at%201966%20International%20Council%20on%20Archives%20Extraordinary%20Congress.jpg
http://www.wikidata.org/entity/Q2156948,روبرت هال,رئيس,روبرت هال (أستاذ جامعي),Robert Hall (economist),http://commons.wikimedia.org/wiki/Special:FilePath/Hall-Robert%20Headshot.png
http://www.wikidata.org/entity/Q2261372,Paul Evdokimov,رئيس,,Paul Evdokimov,
http://www.wikidata.org/entity/Q2261372,Paul Evdokimov,رئيس,,Paul Evdokimov,
http://www.wikidata.org/entity/Q156268,بيير بورديو,رئيس,بيير بورديو,Pierre Bourdieu,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Bourdieu%20%281%29.jpg
http://www.wikidata.org/entity/Q295688,Edward Rydz-Śmigły,رئيس,,Edward Śmigły-Rydz,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Rydz-%C5%9Amig%C5%82y%2C%201930s.jpg
http://www.wikidata.org/entity/Q295761,لورنس كلين,رئيس,لورنس كلين,Lawrence Klein,http://commons.wikimedia.org/wiki/Special:FilePath/Lawrence%20Robert%20Klein.jpg
http://www.wikidata.org/entity/Q298355,Pierre Bérégovoy,رئيس,,Pierre Bérégovoy,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Beregovoy.webp
http://www.wikidata.org/entity/Q308097,عبد الرحمن سيساكو,رئيس,عبد الرحمن سيساكو,Abderrahmane Sissako,http://commons.wikimedia.org/wiki/Special:FilePath/Abderrahmane%20Sissako%20C%C3%A9sar%202016.jpg
http://www.wikidata.org/entity/Q312015,أليكسيس تسيبراس,رئيس,أليكسيس تسيبراس,Alexis Tsipras,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis%20Tsipras%2C%20prime%20minister%20of%20Greece.jpg
http://www.wikidata.org/entity/Q312015,أليكسيس تسيبراس,رئيس,أليكسيس تسيبراس,Alexis Tsipras,http://commons.wikimedia.org/wiki/Special:FilePath/Alexis%20Tsipras%2C%20prime%20minister%20of%20Greece.jpg
http://www.wikidata.org/entity/Q549841,Jean Favier,رئيس,,Jean Favier,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Favier%20en%202005.jpg
http://www.wikidata.org/entity/Q549841,Jean Favier,رئيس,,Jean Favier,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Favier%20en%202005.jpg
http://www.wikidata.org/entity/Q549841,Jean Favier,رئيس,,Jean Favier,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Favier%20en%202005.jpg
http://www.wikidata.org/entity/Q549841,Jean Favier,رئيس,,Jean Favier,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Favier%20en%202005.jpg
http://www.wikidata.org/entity/Q549841,Jean Favier,رئيس,,Jean Favier,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Favier%20en%202005.jpg
http://www.wikidata.org/entity/Q549841,Jean Favier,رئيس,,Jean Favier,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Favier%20en%202005.jpg
http://www.wikidata.org/entity/Q550717,أوليفيير أساياس,رئيس,أوليفيير أساياس,Olivier Assayas,http://commons.wikimedia.org/wiki/Special:FilePath/Viennale%202010.10.30%20Olivier%20Assayas.jpg
http://www.wikidata.org/entity/Q551363,Michel Camdessus,رئيس,,Michel Camdessus,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Camdessus.jpg
http://www.wikidata.org/entity/Q559040,جان إيف لودريان,رئيس,جان إيف لودريان,Jean-Yves Le Drian,http://commons.wikimedia.org/wiki/Special:FilePath/Reuven%20Rivlin%20at%20a%20meeting%20with%20Jean-Yves%20Le%20Drian%2C%20March%202018%20%289730%29%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q563217,Guido Carli,رئيس,,Guido Carli,http://commons.wikimedia.org/wiki/Special:FilePath/Guido%20Carli.jpg
http://www.wikidata.org/entity/Q563217,Guido Carli,رئيس,,Guido Carli,http://commons.wikimedia.org/wiki/Special:FilePath/Guido%20Carli.jpg
http://www.wikidata.org/entity/Q563318,Louis Édouard Bouët-Willaumez,رئيس,,Édouard Bouët-Willaumez,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Bou%C3%ABt-Willaumez.jpg
http://www.wikidata.org/entity/Q573739,Jacques Marie Eugène Godefroy Cavaignac,رئيس,,Jacques Marie Eugène Godefroy Cavaignac,http://commons.wikimedia.org/wiki/Special:FilePath/G%20Cavaignac.jpg
http://www.wikidata.org/entity/Q574592,إميل وولف,رئيس,إميل وولف,Emil Wolf,
http://www.wikidata.org/entity/Q2266390,سيلفان تيسون,رئيس,سيلفان تيسون,Sylvain Tesson,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvain%20Tesson%20-%20Com%C3%A9die%20du%20Livre%202011%20-%20Montpellier%20-%20P1160238.jpg
http://www.wikidata.org/entity/Q2295303,فرانك فيتر,رئيس,فرانك فيتر,Frank Fetter,http://commons.wikimedia.org/wiki/Special:FilePath/Fetter.jpg
http://www.wikidata.org/entity/Q2339085,Zdravko Hebel,رئيس,,Zdravko Hebel,
http://www.wikidata.org/entity/Q2339085,Zdravko Hebel,رئيس,,Zdravko Hebel,
http://www.wikidata.org/entity/Q2339085,Zdravko Hebel,رئيس,,Zdravko Hebel,
http://www.wikidata.org/entity/Q2339085,Zdravko Hebel,رئيس,,Zdravko Hebel,
http://www.wikidata.org/entity/Q2339085,Zdravko Hebel,رئيس,,Zdravko Hebel,
http://www.wikidata.org/entity/Q2339085,Zdravko Hebel,رئيس,,Zdravko Hebel,
http://www.wikidata.org/entity/Q2364665,Loïc Féry,رئيس,,Loïc Féry,http://commons.wikimedia.org/wiki/Special:FilePath/Loic%20Fery%20au%20stade%20du%20Mousoir.jpg
http://www.wikidata.org/entity/Q3385792,Pierre Laroque,رئيس,,Pierre Laroque,
http://www.wikidata.org/entity/Q3386043,Pierre Léna,رئيس,,Pierre Léna,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Lena.jpg
http://www.wikidata.org/entity/Q3386096,Pierre Manent,رئيس,,Pierre Manent,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Manent.jpg
http://www.wikidata.org/entity/Q3386302,Pierre Milza,رئيس,,Pierre Milza,
http://www.wikidata.org/entity/Q3386302,Pierre Milza,رئيس,,Pierre Milza,
http://www.wikidata.org/entity/Q3386684,Pierre Pringuet,رئيس,,Pierre Pringuet,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Pringuet%20-%202015%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q3387177,Pierre Truche,رئيس,,Pierre Truche,
http://www.wikidata.org/entity/Q3387177,Pierre Truche,رئيس,,Pierre Truche,
http://www.wikidata.org/entity/Q3387177,Pierre Truche,رئيس,,Pierre Truche,
http://www.wikidata.org/entity/Q3387322,Pierre Virion,رئيس,,Pierre Virion,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-virion-1899-1988.jpg
http://www.wikidata.org/entity/Q3387586,Pierre de la Place,رئيس,,Pierre de la Place,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Martin%20Kronheim%20-%20Foxe%27s%20Book%20of%20Martyrs%20Plate%20III%20-%20Assassination%20of%20La%20Place.jpg
http://www.wikidata.org/entity/Q165110,ستيفان هيسيل,رئيس,ستيفان هيسيل,Stéphane Hessel,http://commons.wikimedia.org/wiki/Special:FilePath/St%C3%A9phane-hessel-2010-paris-n05-a-uea.jpg
http://www.wikidata.org/entity/Q165110,ستيفان هيسيل,رئيس,ستيفان هيسيل,Stéphane Hessel,http://commons.wikimedia.org/wiki/Special:FilePath/St%C3%A9phane%20Hessel%2C%202012%20%28cropped%29.JPG
http://www.wikidata.org/entity/Q312739,إيرفينغ فيشر,رئيس,إيرفينغ فيشر,Irving Fisher,http://commons.wikimedia.org/wiki/Special:FilePath/Irvingfisher.jpg
http://www.wikidata.org/entity/Q314148,إيمانويل لوروي لادوري,رئيس,,Emmanuel Le Roy Ladurie,http://commons.wikimedia.org/wiki/Special:FilePath/Emmanuel%20Le%20Roy%20Ladurie%20par%20Claude%20Truong-Ngoc%20octobre%202014%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2647273,Sylvie Hubac,رئيس,,Sylvie Hubac,
http://www.wikidata.org/entity/Q2682738,Jean Emile Laboureur,رئيس,,Jean Émile Laboureur,http://commons.wikimedia.org/wiki/Special:FilePath/J%20E%20Laboureur%20et%20ses%20eleves.jpg
http://www.wikidata.org/entity/Q2695321,Florence Benoît-Rohmer,رئيس,,Florence Benoît-Rohmer,
http://www.wikidata.org/entity/Q2716233,Gabrio Casati,رئيس,,Gabrio Casati,http://commons.wikimedia.org/wiki/Special:FilePath/Gabrio%20Casati%20foto.jpg
http://www.wikidata.org/entity/Q2716233,Gabrio Casati,رئيس,,Gabrio Casati,http://commons.wikimedia.org/wiki/Special:FilePath/Gabrio%20Casati%20foto.jpg
http://www.wikidata.org/entity/Q2743673,Edwin Robert Anderson Seligman,رئيس,,Edwin R. A. Seligman,http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Robert%20Anderson%20Seligman%2C%201910.jpg
http://www.wikidata.org/entity/Q2746386,برنارد سيرجنت,رئيس,برنارد سيرجنت,Bernard Sergent,http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Sergent%20-%20Rencontres%20de%20l%E2%80%99imaginaire%20de%20Broc%C3%A9liande%202014.JPG
http://www.wikidata.org/entity/Q2746785,Claude Goasguen,رئيس,,Claude Goasguen,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Goasguen%2C%20gymnase%20Japy%202008%2002%2027%20n7.jpg
http://www.wikidata.org/entity/Q2751708,Chris Soumokil,رئيس,,Chris Soumokil,http://commons.wikimedia.org/wiki/Special:FilePath/Chris%20Soumokil%2C%20Volume%20I%20of%20Pendidikan%20Politik%20Rakjat%2C%20p79.jpg
http://www.wikidata.org/entity/Q2760778,بيير ماغني,رئيس,بيير ماغني,Pierre Magne,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Magne%20-%20photo%20Disd%C3%A9ri.jpg
http://www.wikidata.org/entity/Q2787574,Pierre Maille,رئيس,,Pierre Maille,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Maille%20%C3%A0%20Brest%20le%2020%20avril%202009.jpg
http://www.wikidata.org/entity/Q2787574,Pierre Maille,رئيس,,Pierre Maille,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Maille%20%C3%A0%20Brest%20le%2020%20avril%202009.jpg
http://www.wikidata.org/entity/Q3440295,Roland Weller,رئيس,,Roland Weller,
http://www.wikidata.org/entity/Q3441506,Ronald Corey,رئيس,,Ronald Corey,
http://www.wikidata.org/entity/Q3446429,Ruairí Ó Brádaigh,رئيس,,Ruairí Ó Brádaigh,http://commons.wikimedia.org/wiki/Special:FilePath/Ruair%C3%AD%20%C3%93%20Br%C3%A1daigh%202004.jpg
http://www.wikidata.org/entity/Q3446429,Ruairí Ó Brádaigh,رئيس,,Ruairí Ó Brádaigh,http://commons.wikimedia.org/wiki/Special:FilePath/Ruair%C3%AD%20%C3%93%20Br%C3%A1daigh%202004.jpg
http://www.wikidata.org/entity/Q3473609,ساري حنفي,رئيس,ساري حنفي,Sari Hanafi,http://commons.wikimedia.org/wiki/Special:FilePath/Sari-Hanafi%20photo.jpg
http://www.wikidata.org/entity/Q3479398,Serge Lasvignes,رئيس,,Serge Lasvignes,
http://www.wikidata.org/entity/Q3482342,شيرلي آن جاكسون,رئيس,شيرلي آن جاكسون,Shirley Ann Jackson,http://commons.wikimedia.org/wiki/Special:FilePath/Shirley%20Ann%20Jackson%20World%20Economic%20Forum%202010.jpg
http://www.wikidata.org/entity/Q3484401,سيمون نورا,رئيس,سيمون نورا,Simon Nora,
http://www.wikidata.org/entity/Q3501722,Stéphane Demilly,رئيس,,Stéphane Demilly,http://commons.wikimedia.org/wiki/Special:FilePath/FIERS%20ALBERTINS%2815%29.JPG
http://www.wikidata.org/entity/Q3506508,هوميروس أريجيس,رئيس,,Homero Aridjis,http://commons.wikimedia.org/wiki/Special:FilePath/Homer%20Aridjis%20-%20Homenaje%20Jos%C3%A9%20Emilio%20Pacheco%20El%20Colegio%20Nacional.jpg
http://www.wikidata.org/entity/Q157155,إرنست رينان,رئيس,إرنست رينان,Ernest Renan,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Renan%201876-84.jpg
http://www.wikidata.org/entity/Q157155,إرنست رينان,رئيس,إرنست رينان,Ernest Renan,http://commons.wikimedia.org/wiki/Special:FilePath/Ernest%20Renan%201876-84.jpg
http://www.wikidata.org/entity/Q312034,Maurice Couve de Murville,رئيس,,Maurice Couve de Murville,http://commons.wikimedia.org/wiki/Special:FilePath/MCDV%201967%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q312560,دانييل مكفادين,رئيس,دانييل مكفادين,Daniel McFadden,http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20McFadden%2001.JPG
http://www.wikidata.org/entity/Q2372953,Moses Abramovitz,رئيس,,Moses Abramovitz,
http://www.wikidata.org/entity/Q2382914,Claude Leteurtre,رئيس,,Claude Leteurtre,
http://www.wikidata.org/entity/Q2386371,فريديريك بونس,رئيس,فريديريك بونس (صحفي),Frédéric Pons,
http://www.wikidata.org/entity/Q2408608,Patrick Cabanel,رئيس,,Patrick Cabanel,http://commons.wikimedia.org/wiki/Special:FilePath/Patrick%20Cabanel2023.jpg
http://www.wikidata.org/entity/Q2447281,Fernando Lamikiz Garai,رئيس,,Fernando Lamikiz Garai,
http://www.wikidata.org/entity/Q2468945,Bo Vesterdorf,رئيس,,Bo Vesterdorf,
http://www.wikidata.org/entity/Q2469442,خوان غاسبارت,رئيس,خوان غاسبارت,Joan Gaspart,
http://www.wikidata.org/entity/Q2483161,Albert Aguayo,رئيس,,Albert Aguayo,
http://www.wikidata.org/entity/Q2497623,Michel Pastoureau,رئيس,,Michel Pastoureau,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Pastoureau.png
http://www.wikidata.org/entity/Q2498761,Vincent Zhuk-Hryshkevich,رئيس,,Vincent Žuk-Hryškievič,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D1%96%D0%BD%D1%86%D1%8D%D0%BD%D1%82%20%D0%96%D1%83%D0%BA-%D0%93%D1%80%D1%8B%D1%88%D0%BA%D0%B5%D0%B2%D1%96%D1%87.%20%D0%A0%D1%8B%D0%BC.%201945.jpg
http://www.wikidata.org/entity/Q2632615,Jazep Sažyč,رئيس,,Jazep Sažyč,http://commons.wikimedia.org/wiki/Special:FilePath/Jazep%20Sa%C5%BEy%C4%8D%20-%20%D0%AF%D0%B7%D1%8D%D0%BF%20%D0%A1%D0%B0%D0%B6%D1%8B%D1%87%20%D1%96%20%D0%91%D0%B0%D1%80%D1%8B%D1%81%20%D0%A0%D0%B0%D0%B3%D1%83%D0%BB%D1%8F%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2632615,Jazep Sažyč,رئيس,,Jazep Sažyč,http://commons.wikimedia.org/wiki/Special:FilePath/Jazep%20Sa%C5%BEy%C4%8D%20-%20%D0%AF%D0%B7%D1%8D%D0%BF%20%D0%A1%D0%B0%D0%B6%D1%8B%D1%87%20%D1%96%20%D0%91%D0%B0%D1%80%D1%8B%D1%81%20%D0%A0%D0%B0%D0%B3%D1%83%D0%BB%D1%8F%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2632615,Jazep Sažyč,رئيس,,Jazep Sažyč,http://commons.wikimedia.org/wiki/Special:FilePath/Jazep%20Sa%C5%BEy%C4%8D%20-%20%D0%AF%D0%B7%D1%8D%D0%BF%20%D0%A1%D0%B0%D0%B6%D1%8B%D1%87%20%D1%96%20%D0%91%D0%B0%D1%80%D1%8B%D1%81%20%D0%A0%D0%B0%D0%B3%D1%83%D0%BB%D1%8F%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q3426723,René Pellat,رئيس,,René Pellat,http://commons.wikimedia.org/wiki/Special:FilePath/Ren%C3%A9%20Pellat%20CNES.jpg
http://www.wikidata.org/entity/Q3426723,René Pellat,رئيس,,René Pellat,http://commons.wikimedia.org/wiki/Special:FilePath/Ren%C3%A9%20Pellat%20CNES.jpg
http://www.wikidata.org/entity/Q3426956,René Truhaut,رئيس,,René Truhaut,
http://www.wikidata.org/entity/Q3435538,Robert Jervis,رئيس,,Robert Jervis,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Jervis%20%287045512599%29.jpg
http://www.wikidata.org/entity/Q3435854,Robert Marichal,رئيس,,Robert Marichal,
http://www.wikidata.org/entity/Q3437790,Roch Wamytan,رئيس,,Roch Wamytan,http://commons.wikimedia.org/wiki/Special:FilePath/Roch-wamytan-2.jpg
http://www.wikidata.org/entity/Q3437790,Roch Wamytan,رئيس,,Roch Wamytan,http://commons.wikimedia.org/wiki/Special:FilePath/Roch-wamytan-2.jpg
http://www.wikidata.org/entity/Q3437790,Roch Wamytan,رئيس,,Roch Wamytan,http://commons.wikimedia.org/wiki/Special:FilePath/Roch-wamytan-2.jpg
http://www.wikidata.org/entity/Q3438862,Roger Dachez,رئيس,,Roger Dachez,
