person,personLabel,arTitle,enTitle,image,source
http://www.wikidata.org/entity/Q122355675,أحمد بن محمد بن راشد آل مكتوم,أحمد بن محمد بن راشد آل مكتوم,Ahmed bin Mohammed Al Maktoum,,GCC_public_figures
http://www.wikidata.org/entity/Q122841301,طلال حاجي,طلال حاجي,Talal Haji,,GCC_public_figures
http://www.wikidata.org/entity/Q123484493,عيد المولد,عيد المولد,Eid Al-Muwallad,,GCC_public_figures
http://www.wikidata.org/entity/Q123524734,عبد الله الخلاصي,عبد الله الخلاصي,Abdulla Al-Khulasi,,GCC_public_figures
http://www.wikidata.org/entity/Q124049606,سارة خالد,سارة خالد,Sara Khalid,,GCC_public_figures
http://www.wikidata.org/entity/Q124132192,صبا توفيق,صبا توفيق,Seba Tawfiq,,GCC_public_figures
http://www.wikidata.org/entity/Q124151327,داليا أبو لبن,داليا أبو لبن,Daliah Abu Laban,,GCC_public_figures
http://www.wikidata.org/entity/Q124250544,تالة الغامدي,تالة الغامدي,Talah Al-Ghamdi,,GCC_public_figures
http://www.wikidata.org/entity/Q124304819,فهد يوسف سعود الصباح,فهد يوسف سعود الصباح,Fahad Yusuf Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Fahad%20Yusuf%20Al-Sabah.jpeg,GCC_public_figures
http://www.wikidata.org/entity/Q124309644,عماد محمد العتيقي,عماد العتيقي,Imad Mohammad Alatiqi,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A3.%D8%AF.%20%D8%B9%D9%85%D8%A7%D8%AF%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A7%D9%84%D8%B9%D8%AA%D9%8A%D9%82%D9%8A.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q125288760,مها زين,مها زين,Maha Zain,,GCC_public_figures
http://www.wikidata.org/entity/Q125390786,سواهر عسيري,سواهر عسيري,Sawaher Al-Asiri,,GCC_public_figures
http://www.wikidata.org/entity/Q125395699,سهير وليد باطوق,سهير باطوق,Suhair Batook,,GCC_public_figures
http://www.wikidata.org/entity/Q125425799,منيرة الغنام,منيرة الغنام,Munirah Al-Ghanam,,GCC_public_figures
http://www.wikidata.org/entity/Q125441270,ليان اليافعي,ليان اليافعي,Layan Al-Yafei,,GCC_public_figures
http://www.wikidata.org/entity/Q125449548,تهاني الزهراني,تهاني الزهراني,Tahani Al-Zahrani,,GCC_public_figures
http://www.wikidata.org/entity/Q125492109,فنسنت أني إيمانويل,فنسنت أني إيمانويل,Vincent Emmanuel,,GCC_public_figures
http://www.wikidata.org/entity/Q125547363,لولو العبيد,لولو العبيد,Lulu Al-Obaid,,GCC_public_figures
http://www.wikidata.org/entity/Q125561113,سلمى الزبيدي,سلمى الزبيدي,Salma Al-Zubaidi,,GCC_public_figures
http://www.wikidata.org/entity/Q125892337,فرحة الشمراني,فرحة الشمراني,Farhah Al-Shamrani,,GCC_public_figures
http://www.wikidata.org/entity/Q126020635,دانية علاء الدين الشريف,دانية الشريف,Danya Al-Sharif,,GCC_public_figures
http://www.wikidata.org/entity/Q126045091,ريم عادل البلوشي,ريم البلوشي,Reem Al-Beloshi,,GCC_public_figures
http://www.wikidata.org/entity/Q126074439,نجد فهد العتيبي,نجد العتيبي,Najd Al-Otaibi,,GCC_public_figures
http://www.wikidata.org/entity/Q126078726,ياسمين الفرحان,ياسمين الفرحان,Yasmeen Al-Farhan,,GCC_public_figures
http://www.wikidata.org/entity/Q128753696,علي عاشور,علي عاشور,Ali Ashoor,,GCC_public_figures
http://www.wikidata.org/entity/Q13501,هاني الضابط,هاني الضابط,Hani Al-Dhabit,http://commons.wikimedia.org/wiki/Special:FilePath/Hani%20Al-Dhabit.png,GCC_public_figures
http://www.wikidata.org/entity/Q26919,جابر المبارك الصباح,جابر المبارك الصباح,Jaber II Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Jabir%20II%20bin%20Mubarak%20as-Sabah%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12207945,حسن جوهر,حسن جوهر,Hassan Jawhar,,GCC_public_figures
http://www.wikidata.org/entity/Q12208037,حسن ناصر,حسن ناصر,Hassan Nasser,,GCC_public_figures
http://www.wikidata.org/entity/Q12208130,حسين الشويش,حسين الشويش,Hussein Al-Shuwaish,,GCC_public_figures
http://www.wikidata.org/entity/Q12208234,حسين قويعان,حسين قويعان,Hussein Quwaian Al-Mutairi,,GCC_public_figures
http://www.wikidata.org/entity/Q12208559,حلا الترك,حلا الترك,Hala Al Turk,http://commons.wikimedia.org/wiki/Special:FilePath/Hala%20Al%20Turk.png,GCC_public_figures
http://www.wikidata.org/entity/Q12208559,حلا الترك,حلا الترك,Hala Al Turk,http://commons.wikimedia.org/wiki/Special:FilePath/Hala%20Al%20Turk.png,GCC_public_figures
http://www.wikidata.org/entity/Q12209738,حياة الفهد,حياة الفهد,Hayat Al-Fahad,http://commons.wikimedia.org/wiki/Special:FilePath/Hayat%20Al-Fahad.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q23883774,بكر فلاتة,بكر فلاتة,Baker Fallatah,,GCC_public_figures
http://www.wikidata.org/entity/Q23883806,عبده بسيسي,عبده بسيسي,Abdoh Besisi,,GCC_public_figures
http://www.wikidata.org/entity/Q23883825,يوسف رشيد,يوسف رشيد,Yousef Rashid,,GCC_public_figures
http://www.wikidata.org/entity/Q23883830,صابر حسين,صابر حسين,Saber Hussain,,GCC_public_figures
http://www.wikidata.org/entity/Q23884544,هلال الحربي,هلال الحربي,Helal Al-Harbi,,GCC_public_figures
http://www.wikidata.org/entity/Q23884560,هاني العويض,هاني العويض,Hani Al-Owaidh,,GCC_public_figures
http://www.wikidata.org/entity/Q23884587,عبد الله بو هميل,عبد الله بو هميل,Abdullah Bo Homail,,GCC_public_figures
http://www.wikidata.org/entity/Q23884609,حيدر العامر,حيدر العامر,Haider Al-Amer,,GCC_public_figures
http://www.wikidata.org/entity/Q23884620,طلال الزهراني,طلال الزهراني,Talal Al-Zahrani,,GCC_public_figures
http://www.wikidata.org/entity/Q23904796,حمد الربيعي,حمد الربيعي,Hamad Al-Rubaie,,GCC_public_figures
http://www.wikidata.org/entity/Q23904806,بدر السماك,بدر السماك,Bader Al Samak,,GCC_public_figures
http://www.wikidata.org/entity/Q23904815,هاشم عدنان,هاشم عدنان,Hashem Adnan,,GCC_public_figures
http://www.wikidata.org/entity/Q56250540,محمد بصاص,محمد بصاص,Mohammed Bassas,,GCC_public_figures
http://www.wikidata.org/entity/Q56255031,هيفاء حسين,هيفاء حسين,Haifa Hussein,http://commons.wikimedia.org/wiki/Special:FilePath/Haifa%20Hussein.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q56513430,سيد شبر علوي,سيد شبر علوي,Sayed Shubbar Alawi,,GCC_public_figures
http://www.wikidata.org/entity/Q58175555,محمد بنيان,محمد بنيان,Mohamed Al-Kaledi,,GCC_public_figures
http://www.wikidata.org/entity/Q58312930,محمد آل جابر,محمد آل جابر,Mohammed Saeed Al-Jaber,http://commons.wikimedia.org/wiki/Special:FilePath/%60Mohammedaljabir.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q59237695,أحمد عسكر,أحمد عسكر,Ahmad Askar,,GCC_public_figures
http://www.wikidata.org/entity/Q59285489,يعقوب الطراروة,يعقوب الطراروة,Yaqoub Al-Tararwa,,GCC_public_figures
http://www.wikidata.org/entity/Q59660242,أسعد بن طارق,أسعد بن طارق,Asa'ad bin Tariq,http://commons.wikimedia.org/wiki/Special:FilePath/Asa%27ad%20bin%20Tariq%20Al%20Said%20at%20the%20Enthronement%20of%20Naruhito%20%281%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q59660260,خالد بن عمر المرهون,خالد بن عمر المرهون,Khalid bin Omar bin Said al Marhoon,,GCC_public_figures
http://www.wikidata.org/entity/Q60156994,يحيى نادر,يحيى نادر,Yahia Nader,,GCC_public_figures
http://www.wikidata.org/entity/Q60191533,فوزية زينل,فوزية زينل,Fawzia Zainal,http://commons.wikimedia.org/wiki/Special:FilePath/Fawzia%20Bint%20Abdulla%20Zainal%20%282021%29%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q60194903,أحمد الرواحي,أحمد الرواحي,Ahmed Al-Rawahi,http://commons.wikimedia.org/wiki/Special:FilePath/Al%20Rawahi%20Goalie.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q60195440,عبد الله بن بندر بن عبد العزيز آل سعود,عبد الله بن بندر بن عبد العزيز آل سعود,Abdullah bin Bandar Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%20%D8%A8%D9%86%20%D8%A8%D9%86%D8%AF%D8%B1.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q60199067,محمد الربيعي اليامي,محمد الربيعي (لاعب كرة قدم سعودي),Mohammed Al-Rubaie,,GCC_public_figures
http://www.wikidata.org/entity/Q60407856,سعود عبدالحميد,سعود عبد الحميد,Saud Abdulhamid,http://commons.wikimedia.org/wiki/Special:FilePath/Saudi%20Arabia%20v%20Oman%20%282%29%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q60430031,صافي الزقرتي,صافي الزقرتي,Safi Al-Zaqrati,,GCC_public_figures
http://www.wikidata.org/entity/Q60455228,عبد الرحمن اليامي,عبد الرحمن اليامي,Abdulrahman Al-Yami,,GCC_public_figures
http://www.wikidata.org/entity/Q60455235,عمر الزيني,عمر الزيني,Omar Al-Zayni,,GCC_public_figures
http://www.wikidata.org/entity/Q60455317,حسين هوساوي,حسين هوساوي,Hussein Hawsawi,,GCC_public_figures
http://www.wikidata.org/entity/Q60455333,حمد اليامي,حمد اليامي,Hamad Al-Yami,,GCC_public_figures
http://www.wikidata.org/entity/Q60455341,نايف كريري,نايف كريري,Naif Kariri,,GCC_public_figures
http://www.wikidata.org/entity/Q60455345,عمر العودة,عمر العودة,Omar Al-Owdah,,GCC_public_figures
http://www.wikidata.org/entity/Q60455376,حامد المقاطي,حامد المقاطي,Hamed Al-Maqati,,GCC_public_figures
http://www.wikidata.org/entity/Q60455382,يحيى القرني,يحيى القرني,Yahya Al-Qarni,,GCC_public_figures
http://www.wikidata.org/entity/Q60455380,محمد الحايطي,محمد الحايطي,Mohammed Al-Haiti,,GCC_public_figures
http://www.wikidata.org/entity/Q60455393,عبد الله المقرن,عبد الله المقرن,Abdullah Al-Mogren,,GCC_public_figures
http://www.wikidata.org/entity/Q60455411,راضي العتيبي,راضي العتيبي,Radhi Al-Otaibi,,GCC_public_figures
http://www.wikidata.org/entity/Q60455418,نواف الحارثي,نواف الحارثي,Nawaf Al-Harthi,,GCC_public_figures
http://www.wikidata.org/entity/Q60455474,حسن المحمد صالح,حسن المحمد,Hassan Al-Mohammed,,GCC_public_figures
http://www.wikidata.org/entity/Q60455480,هيثم الخليف,هيثم الخليف,Haitham Al-Khulaif,,GCC_public_figures
http://www.wikidata.org/entity/Q60455506,عبد الله الهميان,عبد الله الهميان,Abdullah Al-Humayan,,GCC_public_figures
http://www.wikidata.org/entity/Q60455510,عمر الرويلي,عمر الرويلي,Omar Al-Ruwaili,,GCC_public_figures
http://www.wikidata.org/entity/Q60455516,نادر الشراري,نادر الشراري,Nader Al-Sharari,,GCC_public_figures
http://www.wikidata.org/entity/Q60455527,عبد العزيز الحرابي,عبد العزيز الحرابي,Abdulaziz Al-Harabi,,GCC_public_figures
http://www.wikidata.org/entity/Q60464625,سيد باقر,سيد مهدي باقر,Sayed Baqer,,GCC_public_figures
http://www.wikidata.org/entity/Q60474701,سيد رضا عيسى,سيد رضا عيسى,Sayed Redha Isa,,GCC_public_figures
http://www.wikidata.org/entity/Q60474751,أحمد ميرزا,أحمد ميرزا (لاعب),Ahmed Merza,,GCC_public_figures
http://www.wikidata.org/entity/Q60474804,حمد الشمسان,حمد الشمسان,Hamad Al-Shamsan,,GCC_public_figures
http://www.wikidata.org/entity/Q60476067,أحمد جمعة,أحمد جمعة (لاعب كرة قدم بحريني),Ahmed Juma,,GCC_public_figures
http://www.wikidata.org/entity/Q60476080,محمد جاسم مرهون,محمد مرهون,Mohamed Marhoon,,GCC_public_figures
http://www.wikidata.org/entity/Q60494801,جاسم أحمد الشيخ,جاسم أحمد الشيخ,Jasim Al-Shaikh,,GCC_public_figures
http://www.wikidata.org/entity/Q60496483,جميل اليحمدي,جميل اليحمدي,Jameel Al-Yahmadi,,GCC_public_figures
http://www.wikidata.org/entity/Q114586514,رحمة المحروقي,رحمة المحروقي,Rahma bint Ibrahim Al Mahrouqi,http://commons.wikimedia.org/wiki/Special:FilePath/Dr-Rahma-bint-Ibrahim-bin-Said-Almahrouqiyah-200x273.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q114586610,قيس محمد اليوسف,قيس محمد اليوسف,Qais Mohammed Al Yousef,http://commons.wikimedia.org/wiki/Special:FilePath/Qais%20Mohammed%20Al%20Yousef%20of%20Oman%20in%202024%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q114587562,سالم بن محمد المحروقي,سالم بن محمد المحروقي,Salem bin Mohammed Al Mahrouqi,http://commons.wikimedia.org/wiki/Special:FilePath/Salim-bin-Mohammed-bin-Said-Almahrouqi-200x273.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q115343224,روان نجيب توفيقي,روان نجيب توفيقي,Rawan bint Najeeb Tawfeeqi,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B1%D9%88%D8%A7%D9%86%20%D8%A8%D9%86%20%D9%86%D8%AC%D9%8A%D8%A8%20%D8%AA%D9%88%D9%81%D9%8A%D9%82%D9%8A.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q115475070,مبارك الراجح,مبارك الراجح,Mubarak Al-Rajeh,,GCC_public_figures
http://www.wikidata.org/entity/Q57298,عبد الله بن عبد العزيز آل سعود,عبد الله بن عبد العزيز آل سعود,Abdullah of Saudi Arabia,http://commons.wikimedia.org/wiki/Special:FilePath/King%20Abdullah%20bin%20Abdul%20al-Saud%20January%202007.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q57352,حمد بن عيسى بن سلمان آل خليفة,حمد بن عيسى بن سلمان آل خليفة,Hamad bin Isa Al Khalifa,http://commons.wikimedia.org/wiki/Special:FilePath/Hamad%20bin%20Isa%20Al%20Khalifah%20on%20September%2012%2C%202024%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q57555,صباح الأحمد الجابر الصباح,صباح الأحمد الجابر الصباح,Sabah Al-Ahmad Al-Jaber Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Sheikh%20Sabah%20IV%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q57655,محمد بن راشد آل مكتوم,محمد بن راشد آل مكتوم,Mohammed bin Rashid Al Maktoum,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20bin%20Rashid%20Al%20Maktoum%20%2815-02-2021%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q57726,خليفة بن سلمان بن حمد آل خليفة,خليفة بن سلمان بن حمد آل خليفة,Khalifa bin Salman Al Khalifa,http://commons.wikimedia.org/wiki/Special:FilePath/Shaikh%20Khalifa%20bin%20Salman%20Al%20Khalifa.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q57894,جابر مبارك الحمد الصباح,جابر مبارك الحمد الصباح,Jaber Al-Mubarak Al-Hamad Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Sheikh%20Jaber%20Al-Mubarak%20Al-Hamad%20Al-Sabah%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12213948,رويدا محروقي,رويدا محروقي,Ruwaida al-Mahrouqi,,GCC_public_figures
http://www.wikidata.org/entity/Q12213948,رويدا محروقي,رويدا محروقي,Ruwaida al-Mahrouqi,,GCC_public_figures
http://www.wikidata.org/entity/Q12214700,زهرة عرفات,زهرة عرفات,Zahra Arafat,http://commons.wikimedia.org/wiki/Special:FilePath/Zahra%20Arafat.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12215117,سالم صباح السالم الصباح,سالم صباح السالم الصباح,Salem Sabah Al-Salem Al-Sabah,,GCC_public_figures
http://www.wikidata.org/entity/Q12215197,سامي جاسم,سامي جاسم,Sami Jasem Al-Dosari,,GCC_public_figures
http://www.wikidata.org/entity/Q12215867,سعاد علي,سعاد علي,Souad Ali,,GCC_public_figures
http://www.wikidata.org/entity/Q12215896,سعد الدوسري,سعد الدوسري (لاعب كرة قدم مواليد 1977),Saad Al-Dosari,,GCC_public_figures
http://www.wikidata.org/entity/Q12215912,سعد الفرج,سعد الفرج,Saad Al Faraj,http://commons.wikimedia.org/wiki/Special:FilePath/Saad%20Al-Faraj.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12216026,سعود الخيبري,سعود الخيبري (لاعب كرة قدم مواليد 1980),Saod Al-Kaebari,,GCC_public_figures
http://www.wikidata.org/entity/Q12216054,سعود حمود,سعود حمود,Saud Hamood,,GCC_public_figures
http://www.wikidata.org/entity/Q12216090,سعيد العيسى,سعيد العيسى,Saeed Al-Issa,,GCC_public_figures
http://www.wikidata.org/entity/Q12216150,سعيد غراب,سعيد غراب,Saeed Ghorab,http://commons.wikimedia.org/wiki/Special:FilePath/Saeed%20Ghorab.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12216528,سلمان الحريري,سلمان الحريري,Salman Al-Hariri,,GCC_public_figures
http://www.wikidata.org/entity/Q12217018,سند شراحيلي,سند شراحيلي,Sanad Sharahili,,GCC_public_figures
http://www.wikidata.org/entity/Q12219076,شمة حمدان,شمة حمدان,Shamma Hamdan,,GCC_public_figures
http://www.wikidata.org/entity/Q12219076,شمة حمدان,شمة حمدان,Shamma Hamdan,,GCC_public_figures
http://www.wikidata.org/entity/Q12219107,شمعة محمد,شمعة محمد,Shamaa Mohammed,,GCC_public_figures
http://www.wikidata.org/entity/Q12219471,صابرين بورشيد,صابرين بورشيد,Sabrin Burshid,,GCC_public_figures
http://www.wikidata.org/entity/Q12219633,صالح خليفة,صالح خليفة,Saleh Khalifa Al-Dosari,,GCC_public_figures
http://www.wikidata.org/entity/Q24084668,سلطان الشامسي,سلطان الشامسي,Sultan Al-Shamsi,,GCC_public_figures
http://www.wikidata.org/entity/Q24088573,ناصر عبد الهادي,ناصر عبد الهادي,Nasser Abdulhadi,,GCC_public_figures
http://www.wikidata.org/entity/Q24088576,سند علي,سند علي,Sanad Ali,,GCC_public_figures
http://www.wikidata.org/entity/Q24088714,أحمد عيسى كميل,أحمد عيسى (لاعب كرة قدم مواليد 1983),Ahmad Eisa Kamil,,GCC_public_figures
http://www.wikidata.org/entity/Q24088719,حميد النجار,حميد النجار,Humaid Al-Najjar,,GCC_public_figures
http://www.wikidata.org/entity/Q24088814,أحمد الشاجي,أحمد الشاجي,Ahmed Al-Shaji,,GCC_public_figures
http://www.wikidata.org/entity/Q24088812,طلال حمد,طلال حمد,Talal Hamad,,GCC_public_figures
http://www.wikidata.org/entity/Q24088818,هيثم المطروشي,هيثم المطروشي,Haithem Al-Matroushi,,GCC_public_figures
http://www.wikidata.org/entity/Q24088816,علي سعيد صقر,علي سعيد صقر,Ali Saeed Saqer,,GCC_public_figures
http://www.wikidata.org/entity/Q24088822,عيسى عبد الله,عيسى عبد الله,Eisa Abdullah,,GCC_public_figures
http://www.wikidata.org/entity/Q24088836,يعقوب الحوسني,يعقوب الحوسني,Yaqoub Al Hosani,,GCC_public_figures
http://www.wikidata.org/entity/Q24088843,خالد السناني,خالد السناني,Khaled Al-Senani,,GCC_public_figures
http://www.wikidata.org/entity/Q24088862,أحمد الياسي,أحمد الياسي,Ahmed Al-Yassi,,GCC_public_figures
http://www.wikidata.org/entity/Q24088866,طارق أحمد,طارق أحمد,Tareq Ahmed,,GCC_public_figures
http://www.wikidata.org/entity/Q24088870,مانع محمد,مانع محمد,Manea Mohammed,,GCC_public_figures
http://www.wikidata.org/entity/Q24150742,أحمد ربيع,أحمد ربيع,Ahmed Rabee,,GCC_public_figures
http://www.wikidata.org/entity/Q24150762,راشد محمد,راشد محمد,Rashed Mohammed,,GCC_public_figures
http://www.wikidata.org/entity/Q24150803,حسين عباس,حسين عباس (لاعب كرة قدم),Hussain Abbas,,GCC_public_figures
http://www.wikidata.org/entity/Q24150808,حسن حمزة,حسن حمزة,Hassan Hamza,,GCC_public_figures
http://www.wikidata.org/entity/Q24150828,خالد خميس,خالد خميس,Khaled Khamis,,GCC_public_figures
http://www.wikidata.org/entity/Q24150907,عبد الله محمد إسماعيل,عبد الله التميمي (لاعب كرة قدم إماراتي),Abdullah Al-Tamimi,,GCC_public_figures
http://www.wikidata.org/entity/Q24150905,خليفة مبارك,خليفة مبارك,Khalifa Mubarak,,GCC_public_figures
http://www.wikidata.org/entity/Q24150910,عبد الرحمن علي,عبد الرحمن علي,Abdurahman Ali,,GCC_public_figures
http://www.wikidata.org/entity/Q24150908,أحمد شامبيه,أحمد شامبيه,Ahmed Shambih,,GCC_public_figures
http://www.wikidata.org/entity/Q24150909,مبارك سعيد,مبارك سعيد,Mubarak Saeed,,GCC_public_figures
http://www.wikidata.org/entity/Q24150932,وليد عمبر,وليد عمبر,Walid Amber,,GCC_public_figures
http://www.wikidata.org/entity/Q24150939,سالم راشد,سالم راشد,Salem Rashid,,GCC_public_figures
http://www.wikidata.org/entity/Q24150936,سيف خلفان,سيف خلفان,Saif Khalfan,,GCC_public_figures
http://www.wikidata.org/entity/Q24150940,سالم علي إبراهيم,سالم علي إبراهيم,Salem Ali Ibrahim,,GCC_public_figures
http://www.wikidata.org/entity/Q24151104,مسعود سليمان,مسعود سليمان,Masoud Sulaiman,,GCC_public_figures
http://www.wikidata.org/entity/Q24258662,حسن أمين,حسن أمين,Hassan Ameen,,GCC_public_figures
http://www.wikidata.org/entity/Q24258667,عبد الله الجنيبي,عبد الله الجنيبي,Abdullah Al-Junaibi,,GCC_public_figures
http://www.wikidata.org/entity/Q24258664,حسن زهران,حسن زهران,Hassan Zahran,,GCC_public_figures
http://www.wikidata.org/entity/Q24258670,وحيد إسماعيل,وحيد إسماعيل,Waheed Ismail,,GCC_public_figures
http://www.wikidata.org/entity/Q24258672,راشد مهير,راشد مهير,Rashed Muhayer,,GCC_public_figures
http://www.wikidata.org/entity/Q24258762,فايز جمعة,فايز جمعة,Fayez Jumaa,,GCC_public_figures
http://www.wikidata.org/entity/Q24258763,بدر عبد الرحمن,بدر عبد الرحمن,Bader Abdulrahman,,GCC_public_figures
http://www.wikidata.org/entity/Q24258760,محمد المعيني,محمد المعيني,Mohammed Al-Moeini,,GCC_public_figures
http://www.wikidata.org/entity/Q24258761,راشد أحمد,راشد أحمد,Rashed Ahmed,,GCC_public_figures
http://www.wikidata.org/entity/Q24258784,علي الحوسني,علي الحوسني,Ali Al-Hosani,,GCC_public_figures
http://www.wikidata.org/entity/Q24258790,عادل عبد الله با سليمان,عادل عبد الله با سليمان,Adel Basulaiman,,GCC_public_figures
http://www.wikidata.org/entity/Q24258788,عبد الله النوبي,عبد الله النوبي (لاعب كرة قدم مواليد 1987),"Abdullah Al-Noubi (footballer, born 1987)",,GCC_public_figures
http://www.wikidata.org/entity/Q24258799,راشد علي السويدي,راشد علي (لاعب كرة قدم مواليد 1989),Rashed Ali,,GCC_public_figures
http://www.wikidata.org/entity/Q24258800,ياسر سالم,ياسر سالم,Yasser Salem,,GCC_public_figures
http://www.wikidata.org/entity/Q24258811,حميد أحمد,حميد أحمد,Humaid Ahmed Al Hammadi,,GCC_public_figures
http://www.wikidata.org/entity/Q24258814,فهد سبيل,فهد سبيل,Fahad Sabeel,,GCC_public_figures
http://www.wikidata.org/entity/Q24258815,مسعود حسن,مسعود حسن,Masoud Hassan,,GCC_public_figures
http://www.wikidata.org/entity/Q24258812,إسماعيل الجسمي,إسماعيل الجسمي,Ismael Al-Jasmi,,GCC_public_figures
http://www.wikidata.org/entity/Q24259941,ثاني بن أحمد الزيودي,ثاني بن أحمد الزيودي,Thani bin Ahmed Al Zeyoudi,http://commons.wikimedia.org/wiki/Special:FilePath/UAE%20Minister%20of%20Trade%20%287%20of%2010%29%20%2851482487932%29%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q24450180,محمد جابر,محمد جابر (لاعب كرة قدم إماراتي),Mohammed Jaber (footballer),,GCC_public_figures
http://www.wikidata.org/entity/Q24450211,عبد الله علي,عبد الله علي (لاعب كرة قدم إماراتي),Abdullah Ali,,GCC_public_figures
http://www.wikidata.org/entity/Q24450209,محمود حسن,محمود حسن,"Mahmoud Hassan (footballer, born 1984)",,GCC_public_figures
http://www.wikidata.org/entity/Q24450217,علي حسين,علي حسين (لاعب كرة قدم إماراتي),Ali Hussain (footballer),,GCC_public_figures
http://www.wikidata.org/entity/Q24450431,خالد سرواش,خالد سرواش,Khaled Serwash,,GCC_public_figures
http://www.wikidata.org/entity/Q24450434,عبد الله نيني,عبد الله نيني,Abdullah Nini,,GCC_public_figures
http://www.wikidata.org/entity/Q24450435,الحسين صالح,الحسين صالح,Al Hussain Saleh,,GCC_public_figures
http://www.wikidata.org/entity/Q24450432,خالد شماريخ,خالد شماريخ,Khaled Shamarikh,,GCC_public_figures
http://www.wikidata.org/entity/Q24450433,الحسن صالح,الحسن صالح,Al Hassan Saleh,http://commons.wikimedia.org/wiki/Special:FilePath/Al%20Hassan%20Saleh%2020191401.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q24450441,جاسم يعقوب,جاسم يعقوب (لاعب كرة قدم إماراتي),Jassim Yaqoob,,GCC_public_figures
http://www.wikidata.org/entity/Q24450447,راشد حسن,راشد حسن,Rashed Hassan,,GCC_public_figures
http://www.wikidata.org/entity/Q24450445,خليفة عبد الله,خليفة عبد الله,Khalifa Abdullah,,GCC_public_figures
http://www.wikidata.org/entity/Q24450616,عمر جمعة,عمر جمعة,Omar Jumaa,,GCC_public_figures
http://www.wikidata.org/entity/Q24450617,محين خليفة,محين خليفة,Muhain Khalifah,,GCC_public_figures
http://www.wikidata.org/entity/Q24450623,حمد إبراهيم,حمد إبراهيم,Hamad Ibrahim,,GCC_public_figures
http://www.wikidata.org/entity/Q24450627,محمد سرور,محمد سرور (لاعب كرة قدم إماراتي),Mohamed Surour,,GCC_public_figures
http://www.wikidata.org/entity/Q24450625,شاهين عبد الرحمن,شاهين عبد الرحمن,Shahin Abdulrahman,,GCC_public_figures
http://www.wikidata.org/entity/Q24450631,عبد الله غانم,عبد الله غانم,Abdullah Ghanem,,GCC_public_figures
http://www.wikidata.org/entity/Q24450629,ماجد سرور,ماجد سرور,Majed Suroor,,GCC_public_figures
http://www.wikidata.org/entity/Q24450687,سلطان سيف,سلطان سيف,Sultan Saif,,GCC_public_figures
http://www.wikidata.org/entity/Q24450690,محمد سيف,محمد سيف (لاعب كرة قدم إماراتي),Mohammed Saif,,GCC_public_figures
http://www.wikidata.org/entity/Q24450688,أحمد راشد,أحمد راشد (لاعب كرة قدم مواليد 1997),"Ahmed Rashed (footballer, born 1997)",,GCC_public_figures
http://www.wikidata.org/entity/Q24450694,سهيل المنصوري,سهيل المنصوري,Suhail Al-Mansoori,,GCC_public_figures
http://www.wikidata.org/entity/Q24450693,خالد با وزير,خالد با وزير,Khaled Ba Wazir,,GCC_public_figures
http://www.wikidata.org/entity/Q24450698,محمد عبد الباسط,محمد عبد الباسط (لاعب كرة قدم إماراتي),Mohammed Abdulbasit,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20Abdulbasit.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q24450699,عبد الرحيم أهلي,عبد الرحيم أهلي,Abdulrahim Ahli,,GCC_public_figures
