person,personLabel,arTitle,enTitle,image,source
http://www.wikidata.org/entity/Q4665801,عبد العزيز فايز,عبد العزيز فايز,Abdulaziz Fayez Al Alawi,,GCC_public_figures
http://www.wikidata.org/entity/Q4665804,عبد العزيز الشايجي,عبد العزيز الشايجي,Abdulaziz Al-Shayji,,GCC_public_figures
http://www.wikidata.org/entity/Q4665823,عبد العزيز بن ماجد بن عبد العزيز آل سعود,عبد العزيز بن ماجد بن عبد العزيز آل سعود,Abdulaziz bin Majid Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Abdul%20Aziz%20bin%20Majed%20Al-Saud.png,GCC_public_figures
http://www.wikidata.org/entity/Q4665821,عبد العزيز بن سلمان بن عبد العزيز آل سعود,عبد العزيز بن سلمان بن عبد العزيز آل سعود,Abdulaziz bin Salman Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulaziz%20bin%20Salman%20bin%20Abdulaziz%20Al%20Saud%20%282021%29%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4665842,عبد الحسين علي ميرزا,عبد الحسين علي ميرزا,Abdulhussain bin Ali Mirza,,GCC_public_figures
http://www.wikidata.org/entity/Q4665841,عبد الهادي خميس,عبد الهادي خميس,Abdulhadi Khamis,,GCC_public_figures
http://www.wikidata.org/entity/Q4665878,عبد الله الدخيل,عبد الله الدخيل,Abdulla Al-Dakeel,,GCC_public_figures
http://www.wikidata.org/entity/Q4665876,عبد الله الموسى,عبد الله الموسى,Abdulla Al-Mousa,,GCC_public_figures
http://www.wikidata.org/entity/Q4665895,عبد الله سلطان,عبد الله سلطان,Abdullah Sultan (footballer),,GCC_public_figures
http://www.wikidata.org/entity/Q4665922,عبد الله الدعيع,عبد الله الدعيع,Abdullah Al-Deayea,,GCC_public_figures
http://www.wikidata.org/entity/Q4665928,عبد الله القرني,عبد الله القرني (لاعب كرة قدم مواليد 1987),Abdullah Al-Garni,,GCC_public_figures
http://www.wikidata.org/entity/Q4665936,عبد الله الرومي,عبد الله الرومي,Abdullah Al-Roumi,,GCC_public_figures
http://www.wikidata.org/entity/Q4665947,عبد الله الدوسري,عبد الله الدوسري (لاعب كرة قدم مواليد 1990),Abdullah Al-Dossari (born 1990),,GCC_public_figures
http://www.wikidata.org/entity/Q4665945,عبد الله البريكي,عبد الله البريكي,Abdullah Al Buraiki,,GCC_public_figures
http://www.wikidata.org/entity/Q4665954,عبد الله الشمالي,عبد الله الشمالي,Abdullah Al Shemali,,GCC_public_figures
http://www.wikidata.org/entity/Q4665960,عبد الله البرغش,عبد الله البرغش,Abdullah Al-Barghash,,GCC_public_figures
http://www.wikidata.org/entity/Q4666026,عبد الله مال الله,عبد الله مال الله (لاعب كرة قدم مواليد 1983),"Abdullah Malallah (footballer, born 1983)",,GCC_public_figures
http://www.wikidata.org/entity/Q4666038,عبد الله مشيلح,عبد الله مشيلح,Abdullah Msheleh,,GCC_public_figures
http://www.wikidata.org/entity/Q4666044,عبد الله نهار,عبد الله نهار (لاعب كرة قدم كويتي),Abdullah Nahar,,GCC_public_figures
http://www.wikidata.org/entity/Q4666068,عبد الله سهيل,عبد الله سهيل,Abdullah Suhail,,GCC_public_figures
http://www.wikidata.org/entity/Q4666074,عبد الله وبران,عبد الله وبران,Abdullah Wabran,,GCC_public_figures
http://www.wikidata.org/entity/Q4666099,عبد الله بن فيصل بن تركي بن عبد الله آل سعود,عبد الله بن فيصل بن تركي بن عبد الله آل سعود,Abdullah bin Faisal Al Saud (born 1951),http://commons.wikimedia.org/wiki/Special:FilePath/Abdullah%20bin%20Faisal%20%28cropped%29.png,GCC_public_figures
http://www.wikidata.org/entity/Q4666100,عبد الله بن حمد آل خليفة,عبد الله بن حمد آل خليفة,Abdullah bin Hamad bin Isa Al Khalifa,,GCC_public_figures
http://www.wikidata.org/entity/Q4666152,عبد اللطيف بن راشد الزياني,عبد اللطيف بن راشد الزياني,Abdullatif bin Rashid Al Zayani,http://commons.wikimedia.org/wiki/Special:FilePath/MSC%202014%20AlZayani%20Mueller%20MSC2014.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4666182,عبد الرحيم جيزاوي,عبد الرحيم جيزاوي,Abdulrahim Jaizawi,,GCC_public_figures
http://www.wikidata.org/entity/Q4666181,عبد الرحمن عبد الكريم,عبد الرحمن عبد الكريم,Abdulrahman Abdulkarim,,GCC_public_figures
http://www.wikidata.org/entity/Q4666187,عبد الرحمن إبراهيم,عبد الرحمن إبراهيم,Abdulrahman Ibrahim,,GCC_public_figures
http://www.wikidata.org/entity/Q4666191,عبد الرحمن جمشير,عبد الرحمن جمشير,Abdulrahman Mohammed Jamsheer,,GCC_public_figures
http://www.wikidata.org/entity/Q4666188,عبد الرحمن القحطاني,عبد الرحمن القحطاني,Abdulrahman Al-Qahtani,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulrahman%20Al-Qahtani.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4666192,عبد الرحمن صالح,عبد الرحمن صالح (لاعب كرة قدم مواليد 1986),Abdulrahman Saleh Al-Alawi,,GCC_public_figures
http://www.wikidata.org/entity/Q4666193,عبد الرحمن الموسى,عبد الرحمن الموسى,Abdulrahman Mussa,,GCC_public_figures
http://www.wikidata.org/entity/Q4666204,عبد الرحمن بن مساعد آل سعود,عبد الرحمن بن مساعد بن عبد العزيز آل سعود,Abdul Rahman bin Musa'id Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulrahman%20bin%20Musa%27ad.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4666215,عبد الوهاب المالود,عبد الوهاب المالود,Abdulwahab Al-Malood,,GCC_public_figures
http://www.wikidata.org/entity/Q4666218,عبد الوهاب الصافي,عبد الوهاب الصافي,Abdulwahab Al-Safi,,GCC_public_figures
http://www.wikidata.org/entity/Q531541,سعد الحارثي,سعد الحارثي,Saad Al-Harthi,http://commons.wikimedia.org/wiki/Special:FilePath/Saad%20Al-Harthi.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q532140,مالك معاذ,مالك معاذ,Malek Mouath,,GCC_public_figures
http://www.wikidata.org/entity/Q532893,بدر المطوع,بدر المطوع,Bader Al-Mutawa,http://commons.wikimedia.org/wiki/Special:FilePath/Bader%20Al-Mutwa.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q533525,خالد عزيز,خالد عزيز,Khaled Aziz,,GCC_public_figures
http://www.wikidata.org/entity/Q533567,سعود كريري,سعود كريري,Saud Kariri,,GCC_public_figures
http://www.wikidata.org/entity/Q533685,مبروك زايد,مبروك زايد,Mabrouk Zaid,,GCC_public_figures
http://www.wikidata.org/entity/Q548362,فهد المهلل,فهد المهلل,Fahad Al-Mehallel,http://commons.wikimedia.org/wiki/Special:FilePath/Fahad%20Al-Mehallel.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q556137,بندر بن سلطان بن عبد العزيز آل سعود,بندر بن سلطان بن عبد العزيز آل سعود,Bandar bin Sultan Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Bandar%20bin%20Sultan.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q556586,حمدان بن محمد بن راشد آل مكتوم,حمدان بن محمد بن راشد آل مكتوم,Hamdan bin Mohammed Al Maktoum,http://commons.wikimedia.org/wiki/Special:FilePath/H.H.%20Sheikh%20Hamdan%20Bin%20Mohammed%20Bin%20Rashid%20Al%20Maktoum%20in%20Summit%20on%20the%20Global%20Agenda.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q1984432,ناصر خميس,ناصر خميس,Nasir Khamees,,GCC_public_figures
http://www.wikidata.org/entity/Q1984442,فهد خميس,فهد خميس,Fahad Khamees,http://commons.wikimedia.org/wiki/Special:FilePath/Fahad%20Khamees%202011.JPG,GCC_public_figures
http://www.wikidata.org/entity/Q1984448,مبارك غانم,مبارك غانم,Mubarak Ghanim,,GCC_public_figures
http://www.wikidata.org/entity/Q2005292,سعيد الكاس,سعيد الكاس,Saeed Al Kass,,GCC_public_figures
http://www.wikidata.org/entity/Q2005774,سبيت خاطر,سبيت خاطر,Subait Khater,,GCC_public_figures
http://www.wikidata.org/entity/Q2016792,جاسم يعقوب,جاسم يعقوب,Jasem Yaqoub,,GCC_public_figures
http://www.wikidata.org/entity/Q2017241,عبد العزيز العنبري,عبد العزيز العنبري,Abdulaziz Al-Anberi,,GCC_public_figures
http://www.wikidata.org/entity/Q2020201,نعيم سعد,نعيم سعد,Naeem Saad,,GCC_public_figures
http://www.wikidata.org/entity/Q2020704,حمود فليطح,حمود فليطح,Hamoud Al-Shemmari,,GCC_public_figures
http://www.wikidata.org/entity/Q2034586,أسامة بن عبد المجيد شبكشي,أسامة بن عبد المجيد شبكشي,Ossama bin Abdul Majed Shobokshi,http://commons.wikimedia.org/wiki/Special:FilePath/Ossama%20bin%20Abdul%20Majed%20Shobokshi.JPG,GCC_public_figures
http://www.wikidata.org/entity/Q2052580,عبد العزيز البلوشي,عبد العزيز البلوشي (لاعب كرة قدم كويتي),Abdulaziz Al-Buloushi,,GCC_public_figures
http://www.wikidata.org/entity/Q2053411,وليد علي,وليد علي,Waleed Ali,,GCC_public_figures
http://www.wikidata.org/entity/Q2056864,وليد عباس,وليد عباس,Walid Abbas,http://commons.wikimedia.org/wiki/Special:FilePath/UAE%26AUS%2020190125%20Asian%20Cup%206%20%28cropped1%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q2061674,محيسن الجمعان,محيسن الجمعان,Mohaisen Al-Jam'an,http://commons.wikimedia.org/wiki/Special:FilePath/Mohaisen%20Al-Jam%27an.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q2062607,حسن مبارك,حسن مبارك,Hassan Mubarak,,GCC_public_figures
http://www.wikidata.org/entity/Q2062689,محمد الخراشي,محمد الخراشي,Mohammed Al-Kharashy,,GCC_public_figures
http://www.wikidata.org/entity/Q2063016,محمد عبيد الزهراني,محمد عبيد الزهراني,Mohamed Obaid Al-Zahiri,,GCC_public_figures
http://www.wikidata.org/entity/Q3443972,شهاب كنكوني,شهاب كنكوني,Shehab Kankouni,,GCC_public_figures
http://www.wikidata.org/entity/Q3447497,محمد إبراهيم,محمد إبراهيم (مدرب),Mohammed Ebrahim Hajeyah,,GCC_public_figures
http://www.wikidata.org/entity/Q3448622,مهند سالم,مهند سالم,Mohanad Salem,http://commons.wikimedia.org/wiki/Special:FilePath/Lebanon%20v%20United%20Arab%20Emirates%2C%2016%20November%202021%2002%20%28Mohanad%20Salem%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q3473084,سعود الأول,سعود الأول,Saud I,http://commons.wikimedia.org/wiki/Special:FilePath/%D9%85%D8%AE%D8%B7%D9%88%D8%B7%D8%A9%20%D8%B9%D8%A7%D8%A6%D9%84%D8%A9%20%D8%A2%D9%84%20%D8%B3%D8%B9%D9%88%D8%AF%20-%20The%20House%20of%20Al%20Saud.svg,GCC_public_figures
http://www.wikidata.org/entity/Q3473088,عبد العزيز بن متعب بن عبد الله الرشيد,سعود بن حمود بن عبيد الرشيد,Saud bin Hamoud Al Rashid,,GCC_public_figures
http://www.wikidata.org/entity/Q3503536,سلطان بن حمود بن عبيد الرشيد,سلطان بن حمود بن عبيد الرشيد,Sultan bin Hamoud Al Rashid,,GCC_public_figures
http://www.wikidata.org/entity/Q3514428,طلال المشعل,طلال المشعل,Talal Al-Meshal,,GCC_public_figures
http://www.wikidata.org/entity/Q3548114,عبد المجيد عبد الله,عبد المجيد عبد الله,Abdul Majeed Abdullah,http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Badr%20bin%20Abdulmohsen%20bin%20Abdulaziz%20Al-Saud%20with%20Abdul%20Majid%20Abdullah.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q3548114,عبد المجيد عبد الله,عبد المجيد عبد الله,Abdul Majeed Abdullah,http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Badr%20bin%20Abdulmohsen%20bin%20Abdulaziz%20Al-Saud%20with%20Abdul%20Majid%20Abdullah.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q3558133,عبد العزيز المشعان,عبد العزيز المشعان,Aziz Mashaan,,GCC_public_figures
http://www.wikidata.org/entity/Q3603348,عبد العزيز صنقور,عبد العزيز صنقور,Abdelaziz Sanqour,,GCC_public_figures
http://www.wikidata.org/entity/Q3603379,عبد العزيز المرزوق,عبد العزيز المرزوق,Abdul Aziz Al-Marzoug,,GCC_public_figures
http://www.wikidata.org/entity/Q3603392,عبد العزيز هيكل,عبد العزيز هيكل,Abdulaziz Haikal,,GCC_public_figures
http://www.wikidata.org/entity/Q3603398,عبد الله موسى,عبد الله موسى,Abdullah Mousa,,GCC_public_figures
http://www.wikidata.org/entity/Q3603403,عبد الله صالح,عبد الله صالح,Abdullah Al-Dosari,,GCC_public_figures
http://www.wikidata.org/entity/Q3603400,عبد العزيز محمد,عبد العزيز محمد (لاعب كرة قدم مواليد 1965),Abdulaziz Mohamed,,GCC_public_figures
http://www.wikidata.org/entity/Q3603401,عبدالله القرني,عبد الله القرني (لاعب كرة قدم مواليد 1976),Abdullah Al-Karni,,GCC_public_figures
http://www.wikidata.org/entity/Q3603408,عبد الله الزوري,عبد الله الزوري,Abdullah Al-Zori,,GCC_public_figures
http://www.wikidata.org/entity/Q3603415,عبد الله علي سلطان,عبد الله علي سلطان,Abdullah Ali Sultan,,GCC_public_figures
http://www.wikidata.org/entity/Q3603412,عبد الله معيوف,عبد الله معيوف,Abdullah Mayouf,,GCC_public_figures
http://www.wikidata.org/entity/Q3603412,عبد الله معيوف,عبد الله معيوف,Abdullah Mayouf,,GCC_public_figures
http://www.wikidata.org/entity/Q4666222,عبد الواحد العوضي,عبد الواحد العوضي,Abdulwahed Al-Awadhi,,GCC_public_figures
http://www.wikidata.org/entity/Q4681531,عادل عباس عبد الله,عادل عباس عبد الله,Adel Abbas,,GCC_public_figures
http://www.wikidata.org/entity/Q4681538,عادل عبد العزيز,عادل عبد العزيز,Adel Abdulaziz,,GCC_public_figures
http://www.wikidata.org/entity/Q4681546,عادل الطريفي,عادل الطريفي,Adel Al Toraifi,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D8%B9%D8%A7%D8%AF%D9%84%20%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%81%D9%8A%20%D9%88%D8%B2%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AB%D9%82%D8%A7%D9%81%D8%A9%20%D9%88%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85%20%D9%81%D9%8A%20%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4681544,عادل الصرعاوي,عادل الصرعاوي,Adel Al-Saraawi,,GCC_public_figures
http://www.wikidata.org/entity/Q4681567,عادل حمود,عادل حمود,Adel Humoud,,GCC_public_figures
http://www.wikidata.org/entity/Q4681582,عادل المعاودة,عادل المعاودة,Adel Mouwda,,GCC_public_figures
http://www.wikidata.org/entity/Q4682218,تركي بن عبد الله بن عبد العزيز آل سعود,تركي بن عبد الله بن عبد العزيز آل سعود,Turki bin Abdullah Al Saud (born 1971),,GCC_public_figures
http://www.wikidata.org/entity/Q4683866,عدنان ضيف,عدنان ضيف,Adnan Daif,,GCC_public_figures
http://www.wikidata.org/entity/Q4687985,خالد بن بندر بن عبد العزيز آل سعود,خالد بن بندر بن عبد العزيز آل سعود,Khalid bin Bandar Al Saud (born 1951),http://commons.wikimedia.org/wiki/Special:FilePath/Khalid%20bin%20Bandar%20Al%20Saud.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4695223,أحمد عباس,أحمد عباس,Ahmad Abbas,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmad%20Abbas.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4695229,أحمد عبد الغفور,أحمد عبد الغفور,Ahmad Abdulghafour,,GCC_public_figures
http://www.wikidata.org/entity/Q4695239,أحمد الذوادي,أحمد الذوادي,Ahmad Al-Thawadi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695243,أحمد البلوشي,أحمد البلوشي (لاعب كرة قدم كويتي),Ahmad Al Beloushi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695245,أحمد الفضلي,أحمد الفضلي,Ahmad Al Fadhli,,GCC_public_figures
http://www.wikidata.org/entity/Q4695256,أحمد علي الصايغ,أحمد علي الصايغ,Ahmed Ali Al Sayegh,,GCC_public_figures
http://www.wikidata.org/entity/Q4695705,أحمد الشامسي,أحمد الشامسي,Ahmed Abdulla Al Shamisi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695721,أحمد الفهمي,أحمد الفهمي,Ahmed Al-Fahmi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695725,أحمد الفريدي,أحمد الفريدي,Ahmed Al-Fraidi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695734,أحمد الصويلح,أحمد الصويلح,Ahmed Al-Swaileh,,GCC_public_figures
http://www.wikidata.org/entity/Q4695735,أحمد السعدون,أحمد السعدون,Ahmed Al-Sadoun,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20Al-Sadoun%20Portrait%202022.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4695732,أحمد الموسى,أحمد الموسى,Ahmed Al-Mousa,,GCC_public_figures
http://www.wikidata.org/entity/Q4695733,أحمد المليفي,أحمد المليفي,Ahmed Al-Mulaifi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695737,أحمد الزعاق,أحمد الزعاق,Ahmed Al-Zaaq,,GCC_public_figures
http://www.wikidata.org/entity/Q4695741,أحمد البوصافي,أحمد البوصافي,Ahmed Al-Busafy,,GCC_public_figures
http://www.wikidata.org/entity/Q4695748,أحمد معضد,أحمد معضد,Ahmed Moadhed,,GCC_public_figures
http://www.wikidata.org/entity/Q4695759,أحمد عسيري,أحمد عسيري (لاعب كرة قدم مواليد 1991),"Ahmed Assiri (footballer, born 1991)",,GCC_public_figures
http://www.wikidata.org/entity/Q4695850,أحمد حسان,أحمد حسان,Ahmed Hassan Taleb,,GCC_public_figures
http://www.wikidata.org/entity/Q4695885,أحمد خميس,أحمد خميس (لاعب كرة قدم إماراتي),Ahmed Khamis,,GCC_public_figures
http://www.wikidata.org/entity/Q4695898,أحمد لاري,أحمد لاري,Ahmed Lari,,GCC_public_figures
http://www.wikidata.org/entity/Q4695900,أحمد مانع النوبي,أحمد مانع النوبي,Ahmed Manaa Al-Noobi,,GCC_public_figures
http://www.wikidata.org/entity/Q4695933,أحمد موسى ميرزا,أحمد موسى ميرزا,Ahmed Mousa Mirza,,GCC_public_figures
http://www.wikidata.org/entity/Q4695936,أحمد الختال,أحمد الختال,Ahmed Al Khattal,,GCC_public_figures
http://www.wikidata.org/entity/Q4695947,أحمد مشيمع,أحمد مشيمع,Ahmed Mushaima,,GCC_public_figures
http://www.wikidata.org/entity/Q4695966,أحمد عطيف,أحمد عطيف,Ahmed Otaif,,GCC_public_figures
http://www.wikidata.org/entity/Q4695990,أحمد سعد الرشيدي,أحمد سعد الرشيدي,Ahmed Al Rashidi,,GCC_public_figures
http://www.wikidata.org/entity/Q4696089,أحمد الربعي,أحمد الربعي,Ahmed al-Rubei,,GCC_public_figures
http://www.wikidata.org/entity/Q4705095,علاء غواص,علاء غواص,Ala Ghawas,http://commons.wikimedia.org/wiki/Special:FilePath/Ala%20Ghawas%20performing%20at%20Bahrain%20For%2C%20January%202014.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q4705105,علاء ريشاني,علاء ريشاني,Ala Rishani,,GCC_public_figures
http://www.wikidata.org/entity/Q4714362,أليس سمعان,أليس سمعان,Alees Samaan,http://commons.wikimedia.org/wiki/Special:FilePath/Alees%20Samaan.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12219999,صفاء الهاشم,صفاء الهاشم,Safa Al Hashem,,GCC_public_figures
http://www.wikidata.org/entity/Q12220111,صقر غباش,صقر غباش,Saqr Ghobash,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BA%D1%80%20%D0%93%D0%BE%D0%B1%D0%B0%D1%88%20%2824-05-2023%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12220108,صقر عطيف,صقر عطيف,Saqer Otaif,,GCC_public_figures
http://www.wikidata.org/entity/Q12220659,ضياء هارون,ضياء هارون,Dhaya Haroon,,GCC_public_figures
http://www.wikidata.org/entity/Q12221476,طارق العلي,طارق العلي,Tariq Al-Ali,http://commons.wikimedia.org/wiki/Special:FilePath/Tareq%20Al-Ali.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12222219,عادل فقيه,عادل فقيه,Adel Fakeih,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B9%D8%A7%D8%AF%D9%84%20%D9%81%D9%82%D9%8A%D9%87.JPG,GCC_public_figures
http://www.wikidata.org/entity/Q12222474,عبد الإله النصار,عبد الإله النصار,Abdulellah Al-Nassar,,GCC_public_figures
http://www.wikidata.org/entity/Q12222672,عبد الرحمن البيشي,عبد الرحمن البيشي,Abdulrahman Al-Bishi,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulrahman%20Al-Bishi.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12222677,عبد الرحمن الشمري,عبد الرحمن الشمري (لاعب كرة قدم مواليد 1989),Abdulrahman Al-Shammari,,GCC_public_figures
http://www.wikidata.org/entity/Q12222684,عبد الرحمن الدولة,عبد الرحمن الدولة,Abdulrahman Al-Dawla,,GCC_public_figures
http://www.wikidata.org/entity/Q5310131,دعيج ناصر,دعيج ناصر,Duaij Naser Abdulla,,GCC_public_figures
http://www.wikidata.org/entity/Q5331960,إبراهيم العريض,إبراهيم العريض,Ebrahim Al-Arrayedh,,GCC_public_figures
http://www.wikidata.org/entity/Q5331971,إبراهيم نونو,إبراهيم نونو,Ebrahim Daoud Nonoo,http://commons.wikimedia.org/wiki/Special:FilePath/Ebrahim%20Daoud%20Nonoo.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q5331987,إبراهيم شهاب,إبراهيم شهاب,Ebrahim Shehab,,GCC_public_figures
http://www.wikidata.org/entity/Q5348766,عيد الفارسي,عيد الفارسي,Eid Al-Farsi,,GCC_public_figures
http://www.wikidata.org/entity/Q5359449,محمد الصقر,محمد الصقر,Mohammed Al-Sager,,GCC_public_figures
http://www.wikidata.org/entity/Q5396714,عصام سكين,عصام سكين,Esam Sakeen,,GCC_public_figures
http://www.wikidata.org/entity/Q5399331,عيسى المحياني,عيسى المحياني,Essa Al-Mehyani,http://commons.wikimedia.org/wiki/Special:FilePath/Essa%20Al-Mehyani.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q5405707,إبراهيم البراهيم,إبراهيم البراهيم,Ibrahim Al-Ibrahim,,GCC_public_figures
http://www.wikidata.org/entity/Q5429197,فاضل أحمد,فاضل أحمد,Fadel Ahmad,,GCC_public_figures
http://www.wikidata.org/entity/Q5429476,فهد المنيف,فهد المنيف (لاعب كرة قدم مواليد 1989),"Fahad Al-Munaif (footballer, born 1989)",,GCC_public_figures
http://www.wikidata.org/entity/Q5429477,فهد المصيبيح,فهد المصيبيح,Fahad Al-Musaibeah,,GCC_public_figures
http://www.wikidata.org/entity/Q5429482,فهد الشمري,فهد الشمري (لاعب كرة قدم مواليد 1981),Fahad Al-Shammari,,GCC_public_figures
http://www.wikidata.org/entity/Q5429483,فهد الزهراني,فهد الزهراني,Fahad Al-Zahrani,,GCC_public_figures
http://www.wikidata.org/entity/Q5429481,فهد الأنصاري,فهد الأنصاري,Fahad Al Ansari,,GCC_public_figures
http://www.wikidata.org/entity/Q5429488,فهد الفهد,فهد الفهد,Fahad Al Hamad,,GCC_public_figures
http://www.wikidata.org/entity/Q12223369,عبد الله السعداوي,عبد الله السعداوي,Abdullah Al-Saadawi,,GCC_public_figures
http://www.wikidata.org/entity/Q12223430,عبد الله النفيسي,عبد الله النفيسي,Abdullah Al-Nafisi,http://commons.wikimedia.org/wiki/Special:FilePath/Abdullah%20Alnefisi%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12223432,عبد الله النيباري,عبد الله النيباري,Abdullah Al-Nibari,,GCC_public_figures
http://www.wikidata.org/entity/Q12223501,عبد الله بن سليمان الحمدان,عبد الله بن سليمان الحمدان,Abdullah bin Suleiman Al Hamdan,,GCC_public_figures
http://www.wikidata.org/entity/Q12223532,عبد الله بن عبد العزيز بن مساعد آل سعود,عبد الله بن عبد العزيز بن مساعد آل سعود,Abdullah bin Abdulaziz Al Saud (1931–2015),,GCC_public_figures
http://www.wikidata.org/entity/Q12223558,عبد الله بن عيسى آل خليفة,عبد الله بن عيسى آل خليفة,Abdullah bin Isa Al Khalifa,,GCC_public_figures
http://www.wikidata.org/entity/Q12223735,عبد المجيد الرويلي,عبد المجيد الرويلي,Abdulmajeed Al-Ruwaili,,GCC_public_figures
http://www.wikidata.org/entity/Q12223777,عبد المحسن العسيري,عبد المحسن العسيري,Abdulmohsen Assiri,,GCC_public_figures
http://www.wikidata.org/entity/Q12223788,عبد المحسن النمر,عبد المحسن النمر,Abdulmohsen Alnemr,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulmohsen%20Al-Nemer.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12223794,عبد المحسن بن عبد العزيز آل سعود,عبد المحسن بن عبد العزيز آل سعود,Abdul Muhsin bin Abdulaziz Al Saud,,GCC_public_figures
http://www.wikidata.org/entity/Q12240909,محمد فهاد,محمد فهاد,Mohammad Fahad,,GCC_public_figures
http://www.wikidata.org/entity/Q12241058,محمد نامي,محمد نامي,Mohammad Nami,,GCC_public_figures
http://www.wikidata.org/entity/Q12242012,مرام البلوشي,مرام البلوشي,Maram Al Balushi,http://commons.wikimedia.org/wiki/Special:FilePath/%D9%85%D8%B1%D8%A7%D9%85%20%D8%A7%D9%84%D8%A8%D9%84%D9%88%D8%B4%D9%8A%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12242012,مرام البلوشي,مرام البلوشي,Maram Al Balushi,http://commons.wikimedia.org/wiki/Special:FilePath/%D9%85%D8%B1%D8%A7%D9%85%20%D8%A7%D9%84%D8%A8%D9%84%D9%88%D8%B4%D9%8A%20%28cropped%29.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12242426,مريم محمد خلفان الرومي,مريم الرومي,Maryam Mohammed Khalfan Al Roumi,,GCC_public_figures
http://www.wikidata.org/entity/Q12243038,مشاري البلام,مشاري البلام,Mashari Al-Ballam,http://commons.wikimedia.org/wiki/Special:FilePath/Mashari%20Al-Ballam.jpg,GCC_public_figures
http://www.wikidata.org/entity/Q12243171,مشعل الموري,مشعل الموري,Meshal Al-Mouri,,GCC_public_figures
http://www.wikidata.org/entity/Q12243174,مشعل بن سعود بن عبد العزيز آل سعود,مشعل بن سعود بن عبد العزيز آل سعود,Mishaal bin Saud Al Saud,,GCC_public_figures
http://www.wikidata.org/entity/Q12243175,مشعل بن عبد الله بن عبد العزيز آل سعود,مشعل بن عبد الله بن عبد العزيز آل سعود,Mishaal bin Abdullah Al Saud (born 1970),,GCC_public_figures
http://www.wikidata.org/entity/Q20415437,بهية الجشي,بهية الجشي,Bahia Al Jishi,,GCC_public_figures
http://www.wikidata.org/entity/Q20418421,علي بن عبد الله آل خليفة,علي بن عبد الله آل خليفة,Ali bin Abdullah Al Khalifa,,GCC_public_figures
