person,personLabel,arTitle,enTitle,image
http://www.wikidata.org/entity/Q1381515,فهد الهريفي,فهد الهريفي,Fahad Al-Bishi,
http://www.wikidata.org/entity/Q1381536,إبراهيم سويد,إبراهيم سويد,Ibrahim Suwayed,
http://www.wikidata.org/entity/Q1392056,فهدة بنت العاصي الشريم,فهدة بنت العاصي بن شريم الشمري,Fahda bint Asi Al Shammari,
http://www.wikidata.org/entity/Q1392787,سعد الأسمري,سعد الأسمري,Saad Al-Asmari,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B3%D8%B9%D8%AF%20%D8%B4%D8%AF%D8%A7%D8%AF%20%D8%A7%D9%84%D8%A3%D8%B3%D9%85%D8%B1%D9%8A.jpg
http://www.wikidata.org/entity/Q1393513,فيصل بن تركي بن عبد الله آل سعود,فيصل بن تركي بن عبد الله آل سعود,Faisal bin Turki Al Saud (1785–1865),
http://www.wikidata.org/entity/Q1396166,فرج عبد الله سعد مرزوق,,Faraj Saad Marzouk,
http://www.wikidata.org/entity/Q1396738,فارس آل شويل,فارس آل شويل,Faris al-Zahrani,http://commons.wikimedia.org/wiki/Special:FilePath/Mugshot%20of%20Faris%20al-Zahrani.jpg
http://www.wikidata.org/entity/Q1397566,رمزي الدهامي,رمزي الدهامي,Ramzy Al-Duhami,http://commons.wikimedia.org/wiki/Special:FilePath/Maimarkt%20Mannheim%202014%20-%2051.%20Maimarkt-Turnier-063.JPG
http://www.wikidata.org/entity/Q254361,ميزون المعشني,ميزون المعشني,Mazoon bint Ahmad Al Mashani,
http://www.wikidata.org/entity/Q260323,خليل جلال,خليل جلال,Khalil Al Ghamdi,http://commons.wikimedia.org/wiki/Special:FilePath/Khalil%20Ibrahim%20Al%20Ghamdi.jpg
http://www.wikidata.org/entity/Q262597,عبد الله بن محمد آل الشيخ,عبد الله بن محمد آل الشيخ,Abdullah ibn Muhammad Al ash-Sheikh,http://commons.wikimedia.org/wiki/Special:FilePath/Abdullah%20ibn%20Muhammad%20Al%20ash-Sheikh%20Senate%20of%20Poland%2001.jpg
http://www.wikidata.org/entity/Q263314,هيا راشد آل خليفة,هيا راشد آل خليفة,Haya Rashed Al-Khalifa,http://commons.wikimedia.org/wiki/Special:FilePath/Haya%20Rashed%20Al%20Khalifa%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q269922,سارة عطار,سارة عطار,Sarah Attar,http://commons.wikimedia.org/wiki/Special:FilePath/Sarah%20Attar%20Rio2016.jpg
http://www.wikidata.org/entity/Q269920,وجدان شهرخاني,وجدان شهرخاني,Wojdan Shaherkani,http://commons.wikimedia.org/wiki/Special:FilePath/Wojdan%20Shaherkani%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2160925,أحمد خليل,أحمد خليل (لاعب كرة قدم إماراتي),"Ahmed Khalil (footballer, born 1991)",
http://www.wikidata.org/entity/Q2183167,عبد الله السالم الصباح,عبد الله السالم الصباح,Abdullah Al-Salim Al-Sabah,http://commons.wikimedia.org/wiki/Special:FilePath/Shaikh%20Abdullah%20III%20Al-Salim%20Al-Sabah.jpg
http://www.wikidata.org/entity/Q2196264,حمزة دريوش,حمزة دريوش,Hamza Driouch,
http://www.wikidata.org/entity/Q2198878,علي سالم البدواوي,علي سالم البدواوي,Ali Salem Edbowa,
http://www.wikidata.org/entity/Q2212122,Moses Khalfan Saeed,,Moosa Khalfan Said,
http://www.wikidata.org/entity/Q2212189,سيف بن سلطان الثاني,سيف الثاني بن سلطان اليعربي,Saif bin Sultan II,
http://www.wikidata.org/entity/Q2214122,صالح الراجحي,صالح الراجحي,Saleh Abdul Aziz Al Rajhi,http://commons.wikimedia.org/wiki/Special:FilePath/Saleh%20Abdulaziz%20Alrajhi.jpg
http://www.wikidata.org/entity/Q2214134,صالح كامل,صالح كامل,Saleh Abdullah Kamel,
http://www.wikidata.org/entity/Q195873,مريم بوكمال,مريم بوكمال,Mariam Bukamal,http://commons.wikimedia.org/wiki/Special:FilePath/Mariambukamal-alkass.jpg
http://www.wikidata.org/entity/Q198104,زو تشن,زو تشن,Zhu Chen,http://commons.wikimedia.org/wiki/Special:FilePath/Zhu%20Chen%202011.jpg
http://www.wikidata.org/entity/Q386131,هيفاء المنصور,هيفاء المنصور,Haifaa al-Mansour,http://commons.wikimedia.org/wiki/Special:FilePath/HaifaaAlMansour.JPG
http://www.wikidata.org/entity/Q386555,عامر عبد الرحمن,عامر عبد الرحمن,Amer Abdulrahman,http://commons.wikimedia.org/wiki/Special:FilePath/Amer%20Abdulrahman.jpg
http://www.wikidata.org/entity/Q393396,زاركو ماركوفيتش,زاركو ماركوفيتش,Žarko Marković (handballer),http://commons.wikimedia.org/wiki/Special:FilePath/%C5%BDarko%20Markovi%C4%87%202%20DKB%20Handball%20Bundesliga%20HSG%20Wetzlar%20vs%20HSV%20Hamburg%202014-02%2008.jpg
http://www.wikidata.org/entity/Q400658,عبدالله أحمد حسن,عبد الله أحمد حسن,Ahmad Hassan Abdullah,
http://www.wikidata.org/entity/Q400878,أحمد الدوخي,أحمد الدوخي,Ahmed Al-Dokhi,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmad%20Al-Dokhi.jpg
http://www.wikidata.org/entity/Q693611,صموئيل فرنسيس,صموئيل فرنسيس (عداء سريع),Samuel Francis (sprinter),http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Francis%20-%202013%20World%20Championships%20in%20Athletics%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q700838,مروان الشحي,مروان الشحي,Marwan al-Shehhi,http://commons.wikimedia.org/wiki/Special:FilePath/Marwan%20al-Shehhi.jpg
http://www.wikidata.org/entity/Q710203,عمر الغامدي,عمر الغامدي,Omar Al-Ghamdi,
http://www.wikidata.org/entity/Q710775,علاء حسين علي,علاء حسين علي,Alaa Hussein Ali,http://commons.wikimedia.org/wiki/Special:FilePath/Kuwaiti%20Prime%20Minister%20Alaa%20Hussein%20Ali%201990%20with%20Iraqi%20President%20Saddam%20Hussein.jpg
http://www.wikidata.org/entity/Q712690,طلال بن عبد العزيز آل سعود,طلال بن عبد العزيز آل سعود,Talal bin Abdulaziz Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Talal%20bin%20Abdulaziz%20Al%20Saud.jpg
http://www.wikidata.org/entity/Q2053411,وليد علي,وليد علي,Waleed Ali,
http://www.wikidata.org/entity/Q2056864,وليد عباس,وليد عباس,Walid Abbas,http://commons.wikimedia.org/wiki/Special:FilePath/UAE%26AUS%2020190125%20Asian%20Cup%206%20%28cropped1%29.jpg
http://www.wikidata.org/entity/Q2061674,محيسن الجمعان,محيسن الجمعان,Mohaisen Al-Jam'an,http://commons.wikimedia.org/wiki/Special:FilePath/Mohaisen%20Al-Jam%27an.jpg
http://www.wikidata.org/entity/Q2062607,حسن مبارك,حسن مبارك,Hassan Mubarak,
http://www.wikidata.org/entity/Q2062689,محمد الخراشي,محمد الخراشي,Mohammed Al-Kharashy,
http://www.wikidata.org/entity/Q2063016,محمد عبيد الزهراني,محمد عبيد الزهراني,Mohamed Obaid Al-Zahiri,
http://www.wikidata.org/entity/Q2067470,علي بن إبراهيم النعيمي,علي بن إبراهيم النعيمي,Ali Al-Naimi,http://commons.wikimedia.org/wiki/Special:FilePath/Min-oil-Naimi-05.JPG
http://www.wikidata.org/entity/Q2072385,خليفة بن حمد آل ثاني,خليفة بن حمد آل ثاني,Khalifa bin Hamad Al Thani,
http://www.wikidata.org/entity/Q3318934,محمد جمال (لاعب كرة قدم إماراتي، مواليد 1989),محمد جمال (لاعب كرة قدم مواليد 1989),"Mohammed Jamal (footballer, born 1989)",
http://www.wikidata.org/entity/Q3318977,محمد العازمي,محمد العازمي,Mohammad Al-Azemi,
http://www.wikidata.org/entity/Q12238128,ماجد بن عبد العزيز آل سعود,ماجد بن عبد العزيز آل سعود,Majid bin Abdulaziz Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Ibn%20Saud.jpg
http://www.wikidata.org/entity/Q12238144,ماجد هزازي,ماجد هزازي,Majed Hazazi,
http://www.wikidata.org/entity/Q12238405,ماهر يوسف,ماهر يوسف,Mahir Yousef,
http://www.wikidata.org/entity/Q3793261,إبراهيم الزبيدي,إبراهيم الزبيدي (لاعب كرة قدم),Ibrahim Al-Zubaidi,
http://www.wikidata.org/entity/Q3793266,شايع شراحيلي,شايع شراحيلي,Shaye Sharahili,
http://www.wikidata.org/entity/Q3802594,إسماعيل ربيع,إسماعيل ربيع,Ismail Rabee,
http://www.wikidata.org/entity/Q3802595,إسماعيل راشد,إسماعيل راشد,Ismail Rashid Ismail,
http://www.wikidata.org/entity/Q3803449,عيسى محمد,عيسى محمد,Eisa Mohammed,
http://www.wikidata.org/entity/Q3806094,جفال راشد,جفال راشد,Jafal Rashed Al-Kuwari,
http://www.wikidata.org/entity/Q3807304,جراح العتيقي,جراح العتيقي,Jarah Al Ateeqi,
http://www.wikidata.org/entity/Q3807370,جاسم بهمن,جاسم بهمن,Jasem Bahman,
http://www.wikidata.org/entity/Q3811025,جفين البيشي,جفين البيشي,Jufain Al-Bishi,
http://www.wikidata.org/entity/Q3811214,جمعة راشد,جمعة راشد,Juma Rashed,
http://www.wikidata.org/entity/Q3812675,كامل المر,كامل المر,Kamel Al-Mor,
http://www.wikidata.org/entity/Q3812676,كامل الموسى,كامل الموسى,Kamel Al-Mousa,
http://www.wikidata.org/entity/Q12249044,نهى نبيل,نهى نبيل,Noha Nabil,http://commons.wikimedia.org/wiki/Special:FilePath/Noha%20Nabil.png
http://www.wikidata.org/entity/Q12249069,نواف العتيبي,نواف العتيبي (لاعب كرة قدم كويتي),Nawaf Mohammad Al-Otaibi,
http://www.wikidata.org/entity/Q12249079,نواف بن فيصل بن فهد آل سعود,نواف بن فيصل بن فهد آل سعود,Nawaf bin Faisal Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Curtis%20meeting%20Prince%20Nawaf%20of%20the%20KSA%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q12249505,نيفين ماضي,نيفين ماضي,Neven Madi,
http://www.wikidata.org/entity/Q12249598,هادي يحيى,هادي يحيى,Hadi Yahya,
http://www.wikidata.org/entity/Q12249710,هاني النخلي,هاني النخلي,Hani Alnakhli,
http://www.wikidata.org/entity/Q12249829,هداف عبد الله,هداف عبد الله,Haddaf Al-Ameri,
http://www.wikidata.org/entity/Q12249849,هدى الرشيد,هدى الرشيد,Huda al-Rasheed,
http://www.wikidata.org/entity/Q12249854,هدى حسين,هدى حسين,Huda Hussein,http://commons.wikimedia.org/wiki/Special:FilePath/Huda-Hussain.jpg
http://www.wikidata.org/entity/Q12249879,هديل محمد الحضيف,هديل الحضيف,Hadeel Alhodaif,
http://www.wikidata.org/entity/Q7636625,سلطان النمري,سلطان النمري,Sultan Al-Nemri,
http://www.wikidata.org/entity/Q7636629,سلطان البرقان,سلطان البرقان,Sultan Al-Bargan,
http://www.wikidata.org/entity/Q7636632,سلطان الطوقي,سلطان الطوقي,Sultan Al-Touqi,
http://www.wikidata.org/entity/Q7636643,سلطان برغش,سلطان برغش,Sultan Bargash,
http://www.wikidata.org/entity/Q7636647,سلطان سعيد المنصوري,سلطان سعيد المنصوري,Sultan bin Saeed Al Mansoori,http://commons.wikimedia.org/wiki/Special:FilePath/Sultan%20Bin%20Saeed%20AlMansoori%20-%20Summit%20on%20the%20Global%20Agenda%202011.jpg
http://www.wikidata.org/entity/Q7636684,سلطان خلفان,,Sultan Al-Alawi,
http://www.wikidata.org/entity/Q7636759,سلطان بن تركي السديري,سلطان بن تركي السديري,Sultan bin Turki Al Sedairy,http://commons.wikimedia.org/wiki/Special:FilePath/SEDAIRYSultan%202012.jpg
http://www.wikidata.org/entity/Q7636762,سلطان بن سعود بن عبد العزيز آل سعود,سلطان بن سعود بن عبد العزيز آل سعود,Sultan bin Saud Al Saud,
http://www.wikidata.org/entity/Q7636760,سلطان بن فهد بن عبد العزيز آل سعود,سلطان بن فهد بن عبد العزيز آل سعود,Sultan bin Fahd Al Saud,
http://www.wikidata.org/entity/Q7636761,سلطان بن زايد آل نهيان,سلطان بن زايد آل نهيان,Sultan bin Zayed bin Sultan Al Nahyan,
http://www.wikidata.org/entity/Q7636778,سلطانة بنت عبد العزيز آل سعود,سلطانة بنت عبد العزيز آل سعود,Sultana bint Abdulaziz Al Saud,
http://www.wikidata.org/entity/Q7650671,سوزان بشناق,سوزان بشناق,Suzan Bushnaq,
http://www.wikidata.org/entity/Q7660346,Syed I. Ahson,,Syed I. Ahson,http://commons.wikimedia.org/wiki/Special:FilePath/Prof%20Syed%20I%20Ahson.JPG
http://www.wikidata.org/entity/Q7675440,طاهر زكريا,طاهر زكريا,Taher Zakaria,
http://www.wikidata.org/entity/Q7675603,طحنون بن محمد آل نهيان,طحنون بن محمد آل نهيان,Tahnoun bin Mohammed Al Nahyan,
http://www.wikidata.org/entity/Q7678827,طلال العنزي,طلال العنزي (لاعب جودو),Talal Al-Enezi,
http://www.wikidata.org/entity/Q7678831,طلال الخيبري,طلال الخيبري,Talal Al-Khaibari,
http://www.wikidata.org/entity/Q7678834,طلال الرشيدي,طلال الرشيدي,Talal Al-Rashidi,
http://www.wikidata.org/entity/Q7678832,Talal Al-Nuaimi,,Talal Al-Nuaimi,
http://www.wikidata.org/entity/Q7405414,سلمان مصبح,سلمان مصبح,Selman Mesbeh,
http://www.wikidata.org/entity/Q7405423,سلمان شريدة,سلمان شريدة,Salman Sharida,
http://www.wikidata.org/entity/Q7405426,سلمان العودة,سلمان العودة,Salman al-Ouda,http://commons.wikimedia.org/wiki/Special:FilePath/Salman%20al-Ouda.jpg
http://www.wikidata.org/entity/Q7405425,سلمان زمان,سلمان زمان,Salman Zaman,
http://www.wikidata.org/entity/Q7405428,سلمان بن عبد العزيز بن سلمان بن محمد آل سعود,سلمان بن عبد العزيز بن سلمان بن محمد آل سعود,Salman bin Abdulaziz Al Saud (born 1982),http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20salman%20al%20saud1.jpg
http://www.wikidata.org/entity/Q7405429,سلمان بن سلطان بن عبد العزيز آل سعود,سلمان بن سلطان بن عبد العزيز آل سعود,Salman bin Sultan Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/Salman%20bin%20Sultan%20bin%20Abdulaziz%20Al%20Saud.jpg
http://www.wikidata.org/entity/Q7406965,سلوى الجسار,سلوى الجسار,Salwa al-Jassar,
http://www.wikidata.org/entity/Q7409235,سمير عبد الشكور,سمير عبد الشكور,Sameer Abdulshaker,
http://www.wikidata.org/entity/Q7409259,سميرة البيطار,سميرة البيطار,Sameera Al-Bitar,
http://www.wikidata.org/entity/Q7409260,سميرة عزيز,سميرة عزيز,Sameera Aziz,http://commons.wikimedia.org/wiki/Special:FilePath/Conference%202.jpg
http://www.wikidata.org/entity/Q7409260,سميرة عزيز,سميرة عزيز,Sameera Aziz,http://commons.wikimedia.org/wiki/Special:FilePath/Conference%202%20%28cropped%20to%20Sameera%20Aziz%29.jpg
http://www.wikidata.org/entity/Q7409348,سامي البكر,سامي البكر,Sami Al-Baker,
http://www.wikidata.org/entity/Q7409349,سامي اللنقاوي,سامي اللنقاوي,Sami Al-Lanqawi,
http://www.wikidata.org/entity/Q20676375,محمد دار,محمد دار,Tahir Dar,
http://www.wikidata.org/entity/Q20684349,محمد خالد الخضر,محمد خالد الخضر,Mohammed Khaled Al-Khadher,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20Khaled%20Al-Khadher%202019%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q3860138,محمد ناصر,محمد ناصر (لاعب كرة قدم إماراتي),"Mohammed Nasser (footballer, born 1988)",
http://www.wikidata.org/entity/Q3860139,محمد عمر,محمد عمر (لاعب كرة قدم إماراتي),"Mohammad Omar (footballer, born 1976)",
http://www.wikidata.org/entity/Q3860136,محمد مال الله,محمد مال الله,Mohamed Malallah,
http://www.wikidata.org/entity/Q3860137,محمد مرزوق,محمد مرزوق (لاعب كرة قدم إماراتي),Mohammed Marzooq,
http://www.wikidata.org/entity/Q3860140,محمد قاسم,محمد قاسم (لاعب كرة قدم إماراتي),Mohammed Qassim,
http://www.wikidata.org/entity/Q3860141,محمد سالم العنزي,محمد سالم العنزي,Mohammed Salem Al-Enazi,http://commons.wikimedia.org/wiki/Special:FilePath/Mohammed%20Salem%20Al-Anezi.JPG
http://www.wikidata.org/entity/Q3866205,معتز هوساوي,معتز هوساوي,Motaz Hawsawi,http://commons.wikimedia.org/wiki/Special:FilePath/Motaz%20Hawsawi.jpg
http://www.wikidata.org/entity/Q3866863,مؤيد الحداد,مؤيد الحداد,Muayad Al-Haddad,
http://www.wikidata.org/entity/Q3866866,مبارك مرزوق,مبارك مرزوق,Mubarak Marzouq,
http://www.wikidata.org/entity/Q7409350,سامي عنقاوي,سامي عنقاوي,Sami Angawi,http://commons.wikimedia.org/wiki/Special:FilePath/Sami%202web.jpg
http://www.wikidata.org/entity/Q7409363,سامي فريدي,,Sami Faridi,
http://www.wikidata.org/entity/Q7409383,سامي محمد وفا,سامي محمد وفا,Sami Mohamed Wafa,
http://www.wikidata.org/entity/Q7409542,سمير سعيد,سمير سعيد,Samir Said,
http://www.wikidata.org/entity/Q7421208,Saqer Al-Surayei,,Saqer Al-Surayei,
http://www.wikidata.org/entity/Q7421244,صقر بن محمد بن صقر القاسمي,صقر بن محمد بن صقر القاسمي,Saqr bin Muhammad Al-Qasimi,
http://www.wikidata.org/entity/Q7421547,سارة الفليج,سارة الفليج,Sara Al-Flaij,
http://www.wikidata.org/entity/Q7426513,سطام بن خالد بن ناصر آل سعود,سطام بن خالد بن ناصر آل سعود,Sattam bin Khalid Al Saud,
http://www.wikidata.org/entity/Q7427043,سعود السنعوسي,سعود السنعوسي,Saud Alsanousi,http://commons.wikimedia.org/wiki/Special:FilePath/Saud%20Al%20Sanousi%20%283%29.jpg
http://www.wikidata.org/entity/Q7427040,سعود عبد العزيز القصيبي,سعود عبد العزيز القصيبي,Saud Abdul Aziz Al Gosaibi,
http://www.wikidata.org/entity/Q7427046,سعود مختار الهاشمي,سعود مختار الهاشمي,Saud al-Hashimi,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B3%D8%B9%D9%88%D8%AF%20%D9%85%D8%AE%D8%AA%D8%A7%D8%B1%20%D8%B5%D9%88%D8%B1%D8%A9%20%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9.JPEG
http://www.wikidata.org/entity/Q7427044,سعود حمود العتيبي,سعود حمود العتيبي,Saud Hamoud 'Abid al-Qatini al-'Otaibi,
http://www.wikidata.org/entity/Q7427049,سعود بن عبد المحسن بن عبد العزيز آل سعود,سعود بن عبد المحسن بن عبد العزيز آل سعود,Saud bin Abdul Muhsin Al Saud,
http://www.wikidata.org/entity/Q7427054,سعود بن خالد الفيصل آل سعود,سعود بن خالد الفيصل آل سعود,Saud bin Khalid Al Saud,
http://www.wikidata.org/entity/Q7427055,سعود بن نايف بن عبد العزيز آل سعود,سعود بن نايف بن عبد العزيز آل سعود,Saud bin Nayef Al Saud,
http://www.wikidata.org/entity/Q7427056,سعود الكبير بن عبد العزيز بن سعود,سعود الكبير بن عبد العزيز بن سعود آل سعود,Saud Al Kabeer bin Abdulaziz Al Saud,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B3%D8%B9%D9%88%D8%AF%20%D8%A7%D9%84%D9%83%D8%A8%D9%8A%D8%B1%20%D8%A8%D9%86%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2%20%D8%A8%D9%86%20%D8%B3%D8%B9%D9%88%D8%AF%20%D8%A8%D9%86%20%D9%81%D9%8A%D8%B5%D9%84%20%D8%A8%D9%86%20%D8%AA%D8%B1%D9%83%D9%8A%20%D8%A8%D9%86%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%20%D8%A8%D9%86%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%B3%D8%B9%D9%88%D8%AF.jpg
http://www.wikidata.org/entity/Q7428681,سوسن الشاعر,سوسن الشاعر,Sawsan al-Sha'er,http://commons.wikimedia.org/wiki/Special:FilePath/Sawsan%20al-Sha%27er%2C%20Bahrain%20TV%20News%20Center%20-%20May%209%2C%202018.jpg
http://www.wikidata.org/entity/Q7429086,سياف الكربي,سياف الكربي,Sayaf Al-Korbi,
http://www.wikidata.org/entity/Q7429151,سيد علي البشير,سيد علي البشير,Sayed Ali Bechir,
http://www.wikidata.org/entity/Q7429184,سيد ضياء سيد سعيد,سيد ضياء سيد سعيد,Sayed Dhiya Saeed,http://commons.wikimedia.org/wiki/Special:FilePath/Sayed%20Dhiya%20Saeed.jpg
http://www.wikidata.org/entity/Q7429367,فيصل بن علي بن فيصل آل سعيد,فيصل بن علي بن فيصل آل سعيد,Faisal bin Ali Al Said,
http://www.wikidata.org/entity/Q7429365,السيد بدر بن سعود بن حارب,,Badr bin Saud al Busaidi,http://commons.wikimedia.org/wiki/Special:FilePath/Sayyid%20Badr%20bin%20Saud%20al%20Busaidi%20080405-F-6655M-031%200ZIW3.jpg
http://www.wikidata.org/entity/Q7445959,صيتة بنت عبد العزيز آل سعود,صيتة بنت عبد العزيز آل سعود,Seeta bint Abdulaziz Al Saud,
http://www.wikidata.org/entity/Q7461019,شافي الدوسري,شافي الدوسري,Shafi Al-Dossari,
http://www.wikidata.org/entity/Q7461603,شاهر شاهين,شاهر شاهين,Shaher Shaheen,http://commons.wikimedia.org/wiki/Special:FilePath/Shaher%20Shaheen.jpg
http://www.wikidata.org/entity/Q7462414,Shaikh Ibrahim Memon Madani,,Ibrahim Memon Madani,
http://www.wikidata.org/entity/Q7462455,شيلاء سبت,شيلاء سبت,Shaila Sabt,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B4%D9%8A%D9%84%D8%A7%D8%A1%20%D8%B4%D8%A8%D8%AA%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q7462716,شاكر عامر,شاكر عامر,Shaker Aamer,http://commons.wikimedia.org/wiki/Special:FilePath/ISN%2000239%2C%20Shaker%20Aamer.jpg
http://www.wikidata.org/entity/Q7487681,شمس الكويتية,شمس الكويتية,Shams (singer),http://commons.wikimedia.org/wiki/Special:FilePath/Shams%20%28singer%29.png
http://www.wikidata.org/entity/Q7487681,شمس الكويتية,شمس الكويتية,Shams (singer),http://commons.wikimedia.org/wiki/Special:FilePath/Shams%20%28singer%29.png
http://www.wikidata.org/entity/Q7492978,شيخة عبد الله المسند,شيخة عبد الله المسند,Sheikha Abdulla Al-Misnad,
http://www.wikidata.org/entity/Q7492979,شيخة بنت يوسف الجفيري,شيخة بنت يوسف الجفيري,Sheikha bint Yousuf Al-Jufairi,
http://www.wikidata.org/entity/Q7494078,شمايل,شمايل,Shemayel,
http://www.wikidata.org/entity/Q7506907,أحمد السباعي,أحمد السباعي,Siba'i Uthman,
http://www.wikidata.org/entity/Q7531591,صيتة بنت فهد الدامر,صيتة بنت فهد الدامر,Seeta bint Fahd Al Damir,
http://www.wikidata.org/entity/Q7561683,سونيا أحمد,سونيا أحمد,Sonia Ahmed,http://commons.wikimedia.org/wiki/Special:FilePath/Sonia%20Ahmed.jpg
http://www.wikidata.org/entity/Q7562843,صوفيا الماريا,صوفيا الماريا,Sophia Al Maria,
http://www.wikidata.org/entity/Q7635208,سحيم بن حمد آل ثاني,سحيم بن حمد آل ثاني,Suhaim bin Hamad Al Thani,http://commons.wikimedia.org/wiki/Special:FilePath/Sheikh%20Suhaim%20bin%20Hamad.jpg
http://www.wikidata.org/entity/Q7635960,سليمان المزروعي,سليمان المزروعي,Sulaiman Al-Mazroui,
http://www.wikidata.org/entity/Q7635966,سليمان قبازرد,سليمان قبازرد,Sulaiman Qabazard,
http://www.wikidata.org/entity/Q7635967,سليمان سعيد الشكيلي,سليمان سعيد الشكيلي,Sulaiman Al-Shukaili,
http://www.wikidata.org/entity/Q12222190,عادل الكلباني,عادل الكلباني,Adil al-Kalbani,http://commons.wikimedia.org/wiki/Special:FilePath/Kalbani.jpg
http://www.wikidata.org/entity/Q12222219,عادل فقيه,عادل فقيه,Adel Fakeih,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B9%D8%A7%D8%AF%D9%84%20%D9%81%D9%82%D9%8A%D9%87.JPG
http://www.wikidata.org/entity/Q12222474,عبد الإله النصار,عبد الإله النصار,Abdulellah Al-Nassar,
http://www.wikidata.org/entity/Q12222480,عبد الباري الثبيتي,عبد الباري الثبيتي,Abdulbari ath-Thubaity,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulbari%20ath-Thubaity%20delivering%20sermon%20at%20Prophet%27s%20Mosque%20Medina.jpg
http://www.wikidata.org/entity/Q12222639,عبد الخالق الغانم,عبد الخالق الغانم,Abdul Khaleq Alghanem,
http://www.wikidata.org/entity/Q12222672,عبد الرحمن البيشي,عبد الرحمن البيشي,Abdulrahman Al-Bishi,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulrahman%20Al-Bishi.jpg
http://www.wikidata.org/entity/Q12222677,عبد الرحمن الشمري,عبد الرحمن الشمري (لاعب كرة قدم مواليد 1989),Abdulrahman Al-Shammari,
http://www.wikidata.org/entity/Q12222684,عبد الرحمن الدولة,عبد الرحمن الدولة,Abdulrahman Al-Dawla,
http://www.wikidata.org/entity/Q12251252,وليد الرجاء,وليد الرجاء,Waleed Al-Rajaa,
http://www.wikidata.org/entity/Q12251268,وليد أحمد فتيحي,وليد أحمد فتيحي,Walid Fitaihi,
http://www.wikidata.org/entity/Q12251287,وليد مراد,,Waleed Murad,
http://www.wikidata.org/entity/Q12251285,وليد محبوب,وليد محبوب,Waleed Mahboob,
http://www.wikidata.org/entity/Q12251502,ياسر الدوسري,ياسر الدوسري,Yasir al-Dawsari,http://commons.wikimedia.org/wiki/Special:FilePath/Yasser%20Al-Dosari.png
http://www.wikidata.org/entity/Q12252077,يوسف بن أحمد العثيمين,يوسف بن أحمد العثيمين,Yousef Al-Othaimeen,http://commons.wikimedia.org/wiki/Special:FilePath/Yousef%20Al-Othaimeen.jpg
http://www.wikidata.org/entity/Q12748024,Mahmoud Mohamed Ahmed Bahaziq,,Mahmoud Mohamed Ahmed Bahaziq,
http://www.wikidata.org/entity/Q13403447,محمد مصطفى الأعظمي,محمد مصطفى الأعظمي,Muhammad Mustafa Azmi,http://commons.wikimedia.org/wiki/Special:FilePath/Renowned%20Muhaddis%20Dr.%20Mohammad%20Mustufa%20Azmi%20is%20launching%20the%2039%20Electronic%20Books%20of%20Dr.%20Mohammad%20Najeeb%20Qasmi%20on%2019%20March%202016.jpg
http://www.wikidata.org/entity/Q13560046,خالد بن محمد العطية,خالد بن محمد العطية,Khalid bin Mohammad Al Attiyah,http://commons.wikimedia.org/wiki/Special:FilePath/Khalid%20bin%20Mohammad%20Al%20Attiyah%20at%20Al%20Udeid%20Air%20Base%2C%20Qatar%20on%2019%20December%202023%20-%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q20684678,ميسون آل صالح,ميسون آل صالح,Maisoon Al Saleh,http://commons.wikimedia.org/wiki/Special:FilePath/Maisoon%20Al%20Saleh.jpg
http://www.wikidata.org/entity/Q20685142,فيشنو بريا,فيشنو بريا,Vishnupriya (actress),
http://www.wikidata.org/entity/Q20714815,رجب مقبل,رجب مقبل,Rajab Moqbil,
http://www.wikidata.org/entity/Q20727834,مازن الياسين,مازن الياسين,Mazen Al-Yassin,http://commons.wikimedia.org/wiki/Special:FilePath/Mazen%20Al-Yassin%202022%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q20727836,عيسى الزنكوي,عيسى الزنكوي,Essa Al-Zenkawi,http://commons.wikimedia.org/wiki/Special:FilePath/Essa%20Mohammed%20Al-Zankawi%202018.jpg
